ticket_id,subject,body,language,category,priority,status,created_at,tenant_id
ML-21439,System ausgefallen,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Low,Closed,2024-06-13 13:25:59,tenant_initech
ML-21440,Restablecer contraseña,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Low,Resolved,2023-08-25 16:48:07,tenant_initech
ML-21441,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,Critical,Escalated,2023-04-19 12:36:07,tenant_initech
ML-21442,Tela quebrada,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Low,Open,2023-02-27 02:18:44,tenant_globex
ML-21443,Pantalla rota,Ticket submitted in es. Category: Network. Priority escalated by user.,es,Network,Medium,Resolved,2023-08-07 20:57:09,tenant_globex
ML-21444,Écran cassé,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Critical,In Progress,2023-06-02 20:46:23,tenant_acme
ML-21445,Redefinir senha,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,High,Closed,2023-05-12 20:37:11,tenant_acme
ML-21446,Réinitialiser le mot de passe,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,Low,Closed,2023-11-06 09:54:36,tenant_acme
ML-21447,Não consigo fazer login,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Critical,Open,2023-11-20 20:52:04,tenant_initech
ML-21448,Preciso de acesso ao software,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Medium,Open,2023-10-22 14:25:06,tenant_initech
ML-21449,No puedo iniciar sesión,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Medium,Closed,2023-06-30 22:51:15,tenant_acme
ML-21450,Système en panne,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Medium,Escalated,2023-06-30 22:42:21,tenant_globex
ML-21451,Passwort zurücksetzen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Medium,Closed,2023-05-24 15:36:50,tenant_acme
ML-21452,Impossible de se connecter,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Medium,In Progress,2024-03-24 03:03:50,tenant_initech
ML-21453,Écran cassé,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,High,In Progress,2024-03-25 11:12:20,tenant_acme
ML-21454,Impossible de se connecter,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Critical,In Progress,2024-02-16 16:53:42,tenant_initech
ML-21455,Preciso de acesso ao software,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,High,Escalated,2023-09-08 20:15:19,tenant_acme
ML-21456,Não consigo fazer login,Ticket submitted in pt. Category: Software. Priority escalated by user.,pt,Software,Medium,In Progress,2023-12-08 10:41:43,tenant_initech
ML-21457,Systeem down,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,Medium,In Progress,2024-03-03 08:16:10,tenant_globex
ML-21458,System down,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,High,Resolved,2023-08-01 22:18:24,tenant_globex
ML-21459,System down,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,Medium,Open,2023-04-05 10:41:48,tenant_initech
ML-21460,Need software access,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Critical,Open,2024-03-21 06:58:22,tenant_globex
ML-21461,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Medium,Closed,2024-05-31 23:58:38,tenant_globex
ML-21462,Redefinir senha,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Low,Closed,2024-01-29 14:42:33,tenant_initech
ML-21463,Não consigo fazer login,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,Low,Closed,2024-05-11 04:52:13,tenant_acme
ML-21464,Sistema fora do ar,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Medium,In Progress,2024-01-22 22:15:31,tenant_globex
ML-21465,Systeem down,Ticket submitted in nl. Category: Network. Priority escalated by user.,nl,Network,Low,Resolved,2024-02-06 00:51:29,tenant_acme
ML-21466,Impossible de se connecter,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Low,Open,2024-06-29 15:12:08,tenant_globex
ML-21467,Necesito acceso al software,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,Medium,Escalated,2023-09-17 16:35:40,tenant_globex
ML-21468,Besoin d'accès logiciel,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,Medium,Open,2024-04-06 03:44:23,tenant_globex
ML-21469,Preciso de acesso ao software,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,High,Resolved,2023-12-22 16:14:53,tenant_acme
ML-21470,Redefinir senha,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Low,Closed,2023-04-14 18:08:43,tenant_initech
ML-21471,Pantalla rota,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Critical,Resolved,2023-09-21 18:27:54,tenant_globex
ML-21472,Kan niet inloggen,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,Critical,In Progress,2023-08-30 19:41:23,tenant_initech
ML-21473,System ausgefallen,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Medium,Open,2023-02-05 00:10:39,tenant_globex
ML-21474,System ausgefallen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Critical,Escalated,2024-05-19 15:57:10,tenant_acme
ML-21475,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,Critical,Closed,2023-12-26 16:17:51,tenant_initech
ML-21476,Impossible de se connecter,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,High,Resolved,2023-01-30 02:06:29,tenant_initech
ML-21477,Software-Zugriff benötigt,Ticket submitted in de. Category: Email. Priority escalated by user.,de,Email,Critical,Resolved,2023-08-10 09:21:13,tenant_acme
ML-21478,Passwort zurücksetzen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Medium,Closed,2024-04-10 09:12:07,tenant_globex
ML-21479,Kan niet inloggen,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,Critical,Escalated,2023-07-20 15:02:20,tenant_globex
ML-21480,System down,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Low,Open,2023-04-14 07:10:35,tenant_acme
ML-21481,Necesito acceso al software,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Critical,Escalated,2023-02-12 03:24:10,tenant_acme
ML-21482,Scherm kapot,Ticket submitted in nl. Category: Printing. Priority escalated by user.,nl,Printing,Critical,Closed,2023-12-10 02:48:27,tenant_acme
ML-21483,Não consigo fazer login,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Critical,Closed,2024-05-18 10:32:20,tenant_initech
ML-21484,Toegang tot software nodig,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Critical,Closed,2023-10-24 01:06:21,tenant_acme
ML-21485,Restablecer contraseña,Ticket submitted in es. Category: Access Management. Priority escalated by user.,es,Access Management,Low,Escalated,2024-01-03 23:13:17,tenant_globex
ML-21486,Tela quebrada,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,High,In Progress,2023-10-13 10:31:42,tenant_initech
ML-21487,Systeem down,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,Low,In Progress,2023-11-12 13:49:22,tenant_initech
ML-21488,Pantalla rota,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Low,Open,2024-02-03 20:02:19,tenant_globex
ML-21489,Besoin d'accès logiciel,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,High,Escalated,2023-03-03 06:05:07,tenant_globex
ML-21490,Kan niet inloggen,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Critical,Closed,2023-01-14 09:52:06,tenant_initech
ML-21491,System down,Ticket submitted in en. Category: Access Management. Priority escalated by user.,en,Access Management,Critical,Escalated,2024-03-12 10:21:45,tenant_acme
ML-21492,Need software access,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,Critical,Resolved,2023-02-15 02:02:09,tenant_acme
ML-21493,Scherm kapot,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,Medium,Escalated,2024-04-28 17:41:19,tenant_acme
ML-21494,Preciso de acesso ao software,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,Critical,Closed,2023-11-21 20:41:48,tenant_initech
ML-21495,Réinitialiser le mot de passe,Ticket submitted in fr. Category: VPN. Priority escalated by user.,fr,VPN,High,Resolved,2023-07-06 16:44:03,tenant_initech
ML-21496,System ausgefallen,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Medium,Resolved,2023-07-25 18:35:01,tenant_initech
ML-21497,Écran cassé,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,High,In Progress,2023-05-26 16:14:38,tenant_acme
ML-21498,System ausgefallen,Ticket submitted in de. Category: Email. Priority escalated by user.,de,Email,Low,Resolved,2024-05-11 15:28:24,tenant_initech
ML-21499,Toegang tot software nodig,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Medium,Open,2023-11-11 03:13:58,tenant_acme
ML-21500,Não consigo fazer login,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Low,Closed,2023-11-18 13:18:55,tenant_acme
ML-21501,Screen broken,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Critical,In Progress,2023-09-26 11:56:38,tenant_initech
ML-21502,Bildschirm defekt,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Critical,Escalated,2023-09-27 16:14:56,tenant_initech
ML-21503,Systeem down,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Medium,Resolved,2023-01-13 15:06:12,tenant_globex
ML-21504,Preciso de acesso ao software,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,High,Closed,2024-05-03 14:51:15,tenant_acme
ML-21505,Pantalla rota,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,Low,In Progress,2023-09-07 21:40:25,tenant_initech
ML-21506,Passwort zurücksetzen,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Medium,Open,2023-05-12 11:52:54,tenant_initech
ML-21507,Sistema caído,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Critical,Open,2024-03-29 01:20:20,tenant_initech
ML-21508,Tela quebrada,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,High,Open,2023-08-23 04:01:00,tenant_initech
ML-21509,Software-Zugriff benötigt,Ticket submitted in de. Category: Security. Priority escalated by user.,de,Security,Critical,Resolved,2024-05-06 01:19:26,tenant_globex
ML-21510,Necesito acceso al software,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Low,Closed,2023-06-11 00:36:41,tenant_globex
ML-21511,Impossible de se connecter,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Open,2024-06-24 20:25:52,tenant_acme
ML-21512,Kann mich nicht anmelden,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Low,Closed,2023-04-18 13:13:59,tenant_acme
ML-21513,System ausgefallen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Medium,Escalated,2023-11-24 04:47:52,tenant_initech
ML-21514,Restablecer contraseña,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,High,Escalated,2023-08-26 11:52:31,tenant_acme
ML-21515,Necesito acceso al software,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Medium,In Progress,2023-07-28 23:42:11,tenant_globex
ML-21516,Écran cassé,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,Critical,In Progress,2024-02-25 04:16:26,tenant_globex
ML-21517,Kan niet inloggen,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Low,In Progress,2024-01-12 01:06:38,tenant_globex
ML-21518,Need software access,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,High,In Progress,2023-12-01 17:39:11,tenant_acme
ML-21519,Toegang tot software nodig,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,Critical,Resolved,2023-03-17 09:40:11,tenant_globex
ML-21520,Sistema caído,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,High,Escalated,2024-05-07 21:01:06,tenant_initech
ML-21521,Necesito acceso al software,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Critical,Escalated,2023-03-06 14:11:26,tenant_acme
ML-21522,Preciso de acesso ao software,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Critical,Resolved,2024-05-15 20:08:44,tenant_acme
ML-21523,Redefinir senha,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,Critical,Escalated,2024-03-09 09:52:34,tenant_globex
ML-21524,Toegang tot software nodig,Ticket submitted in nl. Category: VPN. Priority escalated by user.,nl,VPN,High,Closed,2023-11-30 21:30:07,tenant_globex
ML-21525,Software-Zugriff benötigt,Ticket submitted in de. Category: Cloud. Priority escalated by user.,de,Cloud,Low,Open,2024-04-16 08:36:56,tenant_globex
ML-21526,Scherm kapot,Ticket submitted in nl. Category: Software. Priority escalated by user.,nl,Software,Medium,Resolved,2024-02-10 20:30:47,tenant_globex
ML-21527,Necesito acceso al software,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Medium,Closed,2023-03-25 22:58:11,tenant_globex
ML-21528,Bildschirm defekt,Ticket submitted in de. Category: Security. Priority escalated by user.,de,Security,Medium,In Progress,2023-08-12 01:02:59,tenant_initech
ML-21529,Toegang tot software nodig,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,Medium,Resolved,2023-05-16 03:26:08,tenant_globex
ML-21530,Software-Zugriff benötigt,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Low,Resolved,2023-07-29 00:53:46,tenant_acme
ML-21531,Passwort zurücksetzen,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Critical,Resolved,2024-03-21 22:42:39,tenant_acme
ML-21532,Passwort zurücksetzen,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,High,Closed,2023-08-12 22:33:34,tenant_acme
ML-21533,Besoin d'accès logiciel,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Medium,Open,2023-10-13 12:36:40,tenant_initech
ML-21534,Tela quebrada,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Low,Escalated,2024-02-26 04:18:49,tenant_initech
ML-21535,Besoin d'accès logiciel,Ticket submitted in fr. Category: Hardware. Priority escalated by user.,fr,Hardware,High,Escalated,2023-07-08 09:39:15,tenant_globex
ML-21536,Scherm kapot,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Low,In Progress,2023-09-30 23:46:29,tenant_acme
ML-21537,Tela quebrada,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Low,Open,2023-10-19 08:39:50,tenant_initech
ML-21538,Pantalla rota,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,High,Closed,2024-03-29 00:59:30,tenant_initech
ML-21539,Software-Zugriff benötigt,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Critical,Closed,2023-11-17 10:55:19,tenant_initech
ML-21540,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Low,Open,2023-07-31 10:55:32,tenant_initech
ML-21541,Toegang tot software nodig,Ticket submitted in nl. Category: Hardware. Priority escalated by user.,nl,Hardware,Low,In Progress,2024-05-16 17:04:22,tenant_initech
ML-21542,Kann mich nicht anmelden,Ticket submitted in de. Category: Access Management. Priority escalated by user.,de,Access Management,Critical,Open,2023-05-21 01:43:27,tenant_acme
ML-21543,Cannot login,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Low,Closed,2023-06-13 06:13:16,tenant_globex
ML-21544,Kann mich nicht anmelden,Ticket submitted in de. Category: Security. Priority escalated by user.,de,Security,Critical,Closed,2024-04-12 23:09:39,tenant_globex
ML-21545,Écran cassé,Ticket submitted in fr. Category: Printing. Priority escalated by user.,fr,Printing,Low,Escalated,2023-12-11 06:04:08,tenant_initech
ML-21546,Necesito acceso al software,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,High,Open,2023-10-11 22:35:19,tenant_globex
ML-21547,Password reset,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,Critical,Closed,2023-01-07 08:12:17,tenant_globex
ML-21548,Kan niet inloggen,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,Medium,In Progress,2024-04-21 02:26:26,tenant_acme
ML-21549,Restablecer contraseña,Ticket submitted in es. Category: Security. Priority escalated by user.,es,Security,Critical,Open,2024-01-02 17:28:16,tenant_globex
ML-21550,Toegang tot software nodig,Ticket submitted in nl. Category: Email. Priority escalated by user.,nl,Email,Critical,Closed,2024-01-18 04:28:26,tenant_globex
ML-21551,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,Medium,Resolved,2023-08-28 03:26:17,tenant_initech
ML-21552,Sistema fora do ar,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Critical,Open,2024-02-29 20:53:02,tenant_globex
ML-21553,Restablecer contraseña,Ticket submitted in es. Category: Printing. Priority escalated by user.,es,Printing,Low,Escalated,2023-07-01 03:41:44,tenant_initech
ML-21554,Não consigo fazer login,Ticket submitted in pt. Category: Hardware. Priority escalated by user.,pt,Hardware,High,In Progress,2023-07-06 07:58:37,tenant_acme
ML-21555,Passwort zurücksetzen,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Critical,Open,2024-06-12 09:28:58,tenant_acme
ML-21556,Bildschirm defekt,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Medium,Escalated,2023-08-18 09:45:23,tenant_initech
ML-21557,Sistema fora do ar,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,High,In Progress,2023-06-29 23:24:01,tenant_globex
ML-21558,Scherm kapot,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,High,Closed,2023-04-09 14:27:37,tenant_initech
ML-21559,Redefinir senha,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Critical,In Progress,2023-07-27 05:44:51,tenant_globex
ML-21560,Need software access,Ticket submitted in en. Category: Database. Priority escalated by user.,en,Database,Medium,Open,2023-04-18 11:34:42,tenant_acme
ML-21561,Toegang tot software nodig,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,Critical,Closed,2023-07-26 17:17:43,tenant_globex
ML-21562,Sistema caído,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,High,Resolved,2023-01-25 17:24:04,tenant_globex
ML-21563,Não consigo fazer login,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Critical,Open,2024-04-13 22:52:42,tenant_acme
ML-21564,Passwort zurücksetzen,Ticket submitted in de. Category: Security. Priority escalated by user.,de,Security,Medium,Open,2024-02-17 00:27:25,tenant_globex
ML-21565,Cannot login,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,High,Resolved,2024-02-15 11:18:24,tenant_acme
ML-21566,System down,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Critical,Closed,2024-03-09 13:46:17,tenant_initech
ML-21567,Screen broken,Ticket submitted in en. Category: Cloud. Priority escalated by user.,en,Cloud,Low,Escalated,2023-10-22 00:38:39,tenant_acme
ML-21568,Bildschirm defekt,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,High,Escalated,2023-09-27 16:32:18,tenant_initech
ML-21569,System ausgefallen,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,High,In Progress,2023-02-21 03:12:43,tenant_acme
ML-21570,Kann mich nicht anmelden,Ticket submitted in de. Category: Database. Priority escalated by user.,de,Database,Critical,Closed,2023-02-28 08:44:25,tenant_acme
ML-21571,Preciso de acesso ao software,Ticket submitted in pt. Category: Printing. Priority escalated by user.,pt,Printing,Medium,Escalated,2023-06-01 23:56:02,tenant_acme
ML-21572,Sistema fora do ar,Ticket submitted in pt. Category: VPN. Priority escalated by user.,pt,VPN,Low,Closed,2023-07-10 07:51:20,tenant_globex
ML-21573,Toegang tot software nodig,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,Medium,In Progress,2024-06-09 12:19:39,tenant_acme
ML-21574,Software-Zugriff benötigt,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,Critical,Escalated,2023-11-06 20:07:57,tenant_acme
ML-21575,Necesito acceso al software,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,High,Open,2024-02-01 17:18:11,tenant_acme
ML-21576,System down,Ticket submitted in en. Category: Email. Priority escalated by user.,en,Email,Critical,Resolved,2024-03-20 21:31:13,tenant_globex
ML-21577,Kann mich nicht anmelden,Ticket submitted in de. Category: Printing. Priority escalated by user.,de,Printing,Low,Resolved,2023-01-19 08:01:28,tenant_acme
ML-21578,Software-Zugriff benötigt,Ticket submitted in de. Category: Database. Priority escalated by user.,de,Database,Low,Escalated,2023-11-03 12:15:21,tenant_acme
ML-21579,Pantalla rota,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Critical,In Progress,2024-06-05 15:30:07,tenant_initech
ML-21580,Sistema caído,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,High,Open,2023-06-26 14:49:27,tenant_globex
ML-21581,System ausgefallen,Ticket submitted in de. Category: Software. Priority escalated by user.,de,Software,Medium,Resolved,2024-06-07 10:19:48,tenant_acme
ML-21582,Kan niet inloggen,Ticket submitted in nl. Category: Security. Priority escalated by user.,nl,Security,Medium,Resolved,2023-02-28 00:08:43,tenant_acme
ML-21583,Password reset,Ticket submitted in en. Category: Security. Priority escalated by user.,en,Security,High,Resolved,2023-05-18 20:23:06,tenant_globex
ML-21584,Cannot login,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,Low,In Progress,2024-03-16 08:50:02,tenant_globex
ML-21585,Kan niet inloggen,Ticket submitted in nl. Category: Access Management. Priority escalated by user.,nl,Access Management,High,Resolved,2023-09-22 13:48:24,tenant_initech
ML-21586,Necesito acceso al software,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Critical,In Progress,2023-05-17 05:16:03,tenant_acme
ML-21587,Redefinir senha,Ticket submitted in pt. Category: Access Management. Priority escalated by user.,pt,Access Management,Critical,Open,2023-05-11 11:19:02,tenant_initech
ML-21588,Preciso de acesso ao software,Ticket submitted in pt. Category: Cloud. Priority escalated by user.,pt,Cloud,Critical,Open,2023-01-10 07:45:37,tenant_initech
ML-21589,Sistema caído,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,High,In Progress,2023-03-12 07:52:54,tenant_initech
ML-21590,No puedo iniciar sesión,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Critical,In Progress,2023-10-27 11:40:44,tenant_initech
ML-21591,Pantalla rota,Ticket submitted in es. Category: Network. Priority escalated by user.,es,Network,Medium,Escalated,2023-08-03 23:19:37,tenant_globex
ML-21592,Preciso de acesso ao software,Ticket submitted in pt. Category: Database. Priority escalated by user.,pt,Database,High,Escalated,2023-12-18 08:50:03,tenant_acme
ML-21593,No puedo iniciar sesión,Ticket submitted in es. Category: VPN. Priority escalated by user.,es,VPN,Low,Resolved,2023-05-14 19:40:38,tenant_acme
ML-21594,Système en panne,Ticket submitted in fr. Category: Security. Priority escalated by user.,fr,Security,Medium,Resolved,2023-05-31 07:35:06,tenant_globex
ML-21595,Sistema caído,Ticket submitted in es. Category: Hardware. Priority escalated by user.,es,Hardware,High,Closed,2024-06-05 10:59:58,tenant_acme
ML-21596,Restablecer contraseña,Ticket submitted in es. Category: Network. Priority escalated by user.,es,Network,Medium,Escalated,2023-01-21 23:26:29,tenant_initech
ML-21597,Screen broken,Ticket submitted in en. Category: Printing. Priority escalated by user.,en,Printing,High,Open,2024-04-29 17:19:07,tenant_initech
ML-21598,Restablecer contraseña,Ticket submitted in es. Category: Database. Priority escalated by user.,es,Database,Medium,Resolved,2023-01-29 18:08:56,tenant_acme
ML-21599,No puedo iniciar sesión,Ticket submitted in es. Category: Software. Priority escalated by user.,es,Software,Critical,Closed,2024-05-29 23:15:59,tenant_initech
ML-21600,Password reset,Ticket submitted in en. Category: VPN. Priority escalated by user.,en,VPN,High,Open,2023-02-14 00:54:32,tenant_globex
ML-21601,Need software access,Ticket submitted in en. Category: Software. Priority escalated by user.,en,Software,High,In Progress,2024-04-02 22:36:24,tenant_initech
ML-21602,Necesito acceso al software,Ticket submitted in es. Category: Access Management. Priority escalated by user.,es,Access Management,Medium,Resolved,2023-06-08 06:50:56,tenant_acme
ML-21603,Software-Zugriff benötigt,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Critical,Closed,2024-03-10 04:49:29,tenant_initech
ML-21604,System ausgefallen,Ticket submitted in de. Category: Network. Priority escalated by user.,de,Network,High,Closed,2024-05-16 21:44:00,tenant_initech
ML-21605,Necesito acceso al software,Ticket submitted in es. Category: Cloud. Priority escalated by user.,es,Cloud,Critical,Resolved,2024-01-25 05:24:24,tenant_acme
ML-21606,Réinitialiser le mot de passe,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,Medium,Resolved,2024-06-21 06:57:05,tenant_acme
ML-21607,Software-Zugriff benötigt,Ticket submitted in de. Category: Hardware. Priority escalated by user.,de,Hardware,Low,Open,2024-03-30 16:45:34,tenant_initech
ML-21608,Sistema fora do ar,Ticket submitted in pt. Category: Security. Priority escalated by user.,pt,Security,High,Open,2023-08-22 09:49:44,tenant_initech
ML-21609,System down,Ticket submitted in en. Category: Hardware. Priority escalated by user.,en,Hardware,Low,Resolved,2023-01-02 16:22:37,tenant_initech
ML-21610,Wachtwoord resetten,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,Critical,In Progress,2023-12-16 08:28:52,tenant_initech
ML-21611,Écran cassé,Ticket submitted in fr. Category: Software. Priority escalated by user.,fr,Software,Medium,Open,2023-04-07 23:55:28,tenant_initech
ML-21612,Cannot login,Ticket submitted in en. Category: Network. Priority escalated by user.,en,Network,Critical,Escalated,2023-05-26 17:04:58,tenant_globex
ML-21613,Tela quebrada,Ticket submitted in pt. Category: Network. Priority escalated by user.,pt,Network,Low,Open,2023-07-13 20:28:45,tenant_acme
ML-21614,Wachtwoord resetten,Ticket submitted in nl. Category: Database. Priority escalated by user.,nl,Database,High,Closed,2023-04-16 02:34:37,tenant_globex
ML-21615,System down,Ticket submitted in en. Category: Access Management. Priority escalated by user.,en,Access Management,High,Closed,2024-05-09 04:37:47,tenant_globex
ML-21616,Système en panne,Ticket submitted in fr. Category: Access Management. Priority escalated by user.,fr,Access Management,High,In Progress,2023-03-01 11:04:55,tenant_initech
ML-21617,System down,Ticket submitted in en. Category: Database. Priority escalated by user.,en,Database,Low,Open,2024-03-20 21:40:20,tenant_initech
ML-21618,Système en panne,Ticket submitted in fr. Category: Email. Priority escalated by user.,fr,Email,Critical,Closed,2023-04-13 21:35:46,tenant_globex
ML-21619,Écran cassé,Ticket submitted in fr. Category: Network. Priority escalated by user.,fr,Network,Critical,Open,2023-11-30 12:18:11,tenant_acme
ML-21620,Systeem down,Ticket submitted in nl. Category: Network. Priority escalated by user.,nl,Network,Medium,Closed,2024-06-01 06:02:46,tenant_initech
