ticket_id,created_at,category,priority,resolved,resolution_hours
TS-33893,2022-05-10 18:24:00,Hardware,Low,False,54
TS-33894,2022-05-10 19:12:00,Database,Low,False,19
TS-33895,2022-05-10 20:00:00,Cloud,Low,True,13
TS-33896,2022-05-10 20:48:00,Security,Medium,True,61
TS-33897,2022-05-10 21:36:00,Security,High,True,50
TS-33898,2022-05-10 22:24:00,Software,High,True,14
TS-33899,2022-05-10 23:12:00,VPN,Low,True,66
TS-33900,2022-05-11 00:00:00,Printing,Low,True,76
TS-33901,2022-05-11 00:48:00,Hardware,High,True,1
TS-33902,2022-05-11 01:36:00,Security,High,False,87
TS-33903,2022-05-11 02:24:00,Security,Critical,False,81
TS-33904,2022-05-11 03:12:00,Cloud,Medium,True,36
TS-33905,2022-05-11 04:00:00,Hardware,Medium,True,13
TS-33906,2022-05-11 04:48:00,Cloud,Medium,True,40
TS-33907,2022-05-11 05:36:00,Printing,Medium,True,2
TS-33908,2022-05-11 06:24:00,Database,Low,True,77
TS-33909,2022-05-11 07:12:00,Security,Medium,True,21
TS-33910,2022-05-11 08:00:00,Software,Low,True,4
TS-33911,2022-05-11 08:48:00,Email,Medium,True,51
TS-33912,2022-05-11 09:36:00,Cloud,Low,True,96
TS-33913,2022-05-11 10:24:00,Email,Low,True,47
TS-33914,2022-05-11 11:12:00,Security,Medium,False,48
TS-33915,2022-05-11 12:00:00,Printing,Critical,False,80
TS-33916,2022-05-11 12:48:00,Hardware,Low,True,30
TS-33917,2022-05-11 13:36:00,VPN,Low,True,9
TS-33918,2022-05-11 14:24:00,Access Management,High,True,34
TS-33919,2022-05-11 15:12:00,Security,Low,True,92
TS-33920,2022-05-11 16:00:00,Email,Low,True,27
TS-33921,2022-05-11 16:48:00,Database,Medium,False,62
TS-33922,2022-05-11 17:36:00,Network,Medium,True,51
TS-33923,2022-05-11 18:24:00,Printing,High,True,70
TS-33924,2022-05-11 19:12:00,Printing,Medium,True,61
TS-33925,2022-05-11 20:00:00,Software,Medium,True,46
TS-33926,2022-05-11 20:48:00,Security,Medium,True,69
TS-33927,2022-05-11 21:36:00,Printing,Critical,False,12
TS-33928,2022-05-11 22:24:00,Security,Low,True,24
TS-33929,2022-05-11 23:12:00,Software,Low,True,79
TS-33930,2022-05-12 00:00:00,Email,Low,True,86
TS-33931,2022-05-12 00:48:00,Cloud,Medium,True,49
TS-33932,2022-05-12 01:36:00,Cloud,Critical,True,33
TS-33933,2022-05-12 02:24:00,Email,Medium,True,87
TS-33934,2022-05-12 03:12:00,Printing,Medium,True,61
TS-33935,2022-05-12 04:00:00,Email,Medium,True,16
TS-33936,2022-05-12 04:48:00,Software,Low,True,4
TS-33937,2022-05-12 05:36:00,Security,High,False,36
TS-33938,2022-05-12 06:24:00,Network,High,True,6
TS-33939,2022-05-12 07:12:00,Access Management,Medium,True,9
TS-33940,2022-05-12 08:00:00,Software,Medium,True,77
TS-33941,2022-05-12 08:48:00,Network,High,True,52
TS-33942,2022-05-12 09:36:00,Security,Critical,False,53
TS-33943,2022-05-12 10:24:00,Database,High,False,50
TS-33944,2022-05-12 11:12:00,Email,Medium,False,76
TS-33945,2022-05-12 12:00:00,Security,Medium,True,3
TS-33946,2022-05-12 12:48:00,Hardware,Medium,True,48
TS-33947,2022-05-12 13:36:00,Access Management,High,True,57
TS-33948,2022-05-12 14:24:00,Email,High,False,24
TS-33949,2022-05-12 15:12:00,Software,Low,False,76
TS-33950,2022-05-12 16:00:00,Security,High,False,36
TS-33951,2022-05-12 16:48:00,Email,Medium,True,92
TS-33952,2022-05-12 17:36:00,Access Management,Medium,True,83
TS-33953,2022-05-12 18:24:00,Network,High,True,7
TS-33954,2022-05-12 19:12:00,Security,High,True,96
TS-33955,2022-05-12 20:00:00,Email,High,True,9
TS-33956,2022-05-12 20:48:00,Security,Low,False,90
TS-33957,2022-05-12 21:36:00,Hardware,Medium,True,66
TS-33958,2022-05-12 22:24:00,Hardware,Low,True,88
TS-33959,2022-05-12 23:12:00,Hardware,Low,False,52
TS-33960,2022-05-13 00:00:00,Email,Medium,True,20
TS-33961,2022-05-13 00:48:00,VPN,Low,True,89
TS-33962,2022-05-13 01:36:00,Security,Critical,True,60
TS-33963,2022-05-13 02:24:00,Email,Low,True,38
TS-33964,2022-05-13 03:12:00,Database,Low,True,70
TS-33965,2022-05-13 04:00:00,Network,Medium,False,29
TS-33966,2022-05-13 04:48:00,Hardware,Low,True,46
TS-33967,2022-05-13 05:36:00,Printing,High,True,52
TS-33968,2022-05-13 06:24:00,Software,Critical,True,69
TS-33969,2022-05-13 07:12:00,Cloud,Medium,True,7
TS-33970,2022-05-13 08:00:00,VPN,Medium,True,79
TS-33971,2022-05-13 08:48:00,Printing,Critical,True,69
TS-33972,2022-05-13 09:36:00,Database,Medium,False,2
TS-33973,2022-05-13 10:24:00,Security,Medium,True,64
TS-33974,2022-05-13 11:12:00,Email,Low,True,78
TS-33975,2022-05-13 12:00:00,Network,Low,True,84
TS-33976,2022-05-13 12:48:00,Network,Medium,True,83
TS-33977,2022-05-13 13:36:00,Database,Low,True,59
TS-33978,2022-05-13 14:24:00,Software,Low,False,7
TS-33979,2022-05-13 15:12:00,Email,Low,True,58
TS-33980,2022-05-13 16:00:00,Cloud,Low,True,5
TS-33981,2022-05-13 16:48:00,Hardware,Low,False,92
TS-33982,2022-05-13 17:36:00,Access Management,High,True,2
TS-33983,2022-05-13 18:24:00,Database,Low,True,28
TS-33984,2022-05-13 19:12:00,Network,Medium,True,60
TS-33985,2022-05-13 20:00:00,Database,Low,True,20
TS-33986,2022-05-13 20:48:00,Printing,Medium,True,91
TS-33987,2022-05-13 21:36:00,Software,High,True,12
TS-33988,2022-05-13 22:24:00,Access Management,High,True,19
TS-33989,2022-05-13 23:12:00,Security,Low,True,17
TS-33990,2022-05-14 00:00:00,VPN,Medium,True,20
TS-33991,2022-05-14 00:48:00,Software,Medium,True,34
TS-33992,2022-05-14 01:36:00,Cloud,Low,True,60
TS-33993,2022-05-14 02:24:00,Cloud,Medium,True,87
TS-33994,2022-05-14 03:12:00,VPN,Critical,True,2
TS-33995,2022-05-14 04:00:00,Software,Medium,False,76
TS-33996,2022-05-14 04:48:00,Software,Low,True,15
TS-33997,2022-05-14 05:36:00,Access Management,Medium,True,41
TS-33998,2022-05-14 06:24:00,Access Management,Medium,False,24
TS-33999,2022-05-14 07:12:00,Security,Low,True,89
TS-34000,2022-05-14 08:00:00,VPN,Low,True,92
TS-34001,2022-05-14 08:48:00,Printing,Low,True,51
TS-34002,2022-05-14 09:36:00,Cloud,Low,True,46
TS-34003,2022-05-14 10:24:00,Database,Medium,False,13
TS-34004,2022-05-14 11:12:00,Cloud,Low,True,78
TS-34005,2022-05-14 12:00:00,Printing,Critical,True,93
TS-34006,2022-05-14 12:48:00,VPN,Low,True,9
TS-34007,2022-05-14 13:36:00,Network,High,True,90
TS-34008,2022-05-14 14:24:00,Access Management,High,False,18
TS-34009,2022-05-14 15:12:00,Network,Low,True,1
TS-34010,2022-05-14 16:00:00,Database,Medium,False,40
TS-34011,2022-05-14 16:48:00,VPN,Critical,True,42
TS-34012,2022-05-14 17:36:00,Access Management,Medium,True,63
TS-34013,2022-05-14 18:24:00,VPN,Low,True,58
TS-34014,2022-05-14 19:12:00,Hardware,Critical,True,26
TS-34015,2022-05-14 20:00:00,Software,Low,True,47
TS-34016,2022-05-14 20:48:00,Database,Low,True,39
TS-34017,2022-05-14 21:36:00,Database,High,False,8
TS-34018,2022-05-14 22:24:00,Cloud,Low,True,19
TS-34019,2022-05-14 23:12:00,Cloud,Medium,True,68
TS-34020,2022-05-15 00:00:00,Access Management,Medium,True,88
TS-34021,2022-05-15 00:48:00,VPN,Medium,True,19
TS-34022,2022-05-15 01:36:00,Security,Medium,False,25
TS-34023,2022-05-15 02:24:00,Database,Low,True,2
TS-34024,2022-05-15 03:12:00,Printing,Low,True,88
TS-34025,2022-05-15 04:00:00,Software,Low,True,3
TS-34026,2022-05-15 04:48:00,Database,Medium,False,90
TS-34027,2022-05-15 05:36:00,Software,High,True,61
TS-34028,2022-05-15 06:24:00,Database,Low,True,24
TS-34029,2022-05-15 07:12:00,Cloud,Medium,True,12
TS-34030,2022-05-15 08:00:00,VPN,Low,True,77
TS-34031,2022-05-15 08:48:00,Network,Medium,False,17
TS-34032,2022-05-15 09:36:00,Access Management,Medium,False,51
TS-34033,2022-05-15 10:24:00,Security,Critical,True,78
TS-34034,2022-05-15 11:12:00,Software,Medium,True,48
TS-34035,2022-05-15 12:00:00,Access Management,Medium,True,20
TS-34036,2022-05-15 12:48:00,Database,High,True,12
TS-34037,2022-05-15 13:36:00,Cloud,Medium,True,25
TS-34038,2022-05-15 14:24:00,Security,Low,False,37
TS-34039,2022-05-15 15:12:00,Printing,Low,False,81
TS-34040,2022-05-15 16:00:00,Printing,Medium,False,20
TS-34041,2022-05-15 16:48:00,Access Management,Medium,False,81
TS-34042,2022-05-15 17:36:00,Hardware,High,True,42
TS-34043,2022-05-15 18:24:00,Security,Medium,True,18
TS-34044,2022-05-15 19:12:00,Security,High,True,76
TS-34045,2022-05-15 20:00:00,Access Management,Critical,True,9
TS-34046,2022-05-15 20:48:00,Printing,Critical,True,25
TS-34047,2022-05-15 21:36:00,VPN,Medium,True,81
TS-34048,2022-05-15 22:24:00,Network,High,True,44
TS-34049,2022-05-15 23:12:00,VPN,Low,True,5
TS-34050,2022-05-16 00:00:00,Email,Critical,True,21
TS-34051,2022-05-16 00:48:00,Software,Medium,True,32
TS-34052,2022-05-16 01:36:00,Email,Low,True,44
TS-34053,2022-05-16 02:24:00,Security,High,True,27
TS-34054,2022-05-16 03:12:00,Database,Medium,True,42
TS-34055,2022-05-16 04:00:00,Email,Critical,True,41
TS-34056,2022-05-16 04:48:00,Network,Low,True,69
TS-34057,2022-05-16 05:36:00,Email,Low,True,72
TS-34058,2022-05-16 06:24:00,Network,Medium,True,48
TS-34059,2022-05-16 07:12:00,Printing,High,True,76
TS-34060,2022-05-16 08:00:00,Security,Medium,True,81
TS-34061,2022-05-16 08:48:00,Hardware,High,True,54
TS-34062,2022-05-16 09:36:00,Software,Medium,True,17
TS-34063,2022-05-16 10:24:00,Network,Medium,True,92
TS-34064,2022-05-16 11:12:00,Printing,Low,True,95
TS-34065,2022-05-16 12:00:00,Security,Critical,True,86
TS-34066,2022-05-16 12:48:00,Email,Low,True,88
TS-34067,2022-05-16 13:36:00,VPN,Medium,True,15
TS-34068,2022-05-16 14:24:00,Cloud,Low,True,14
TS-34069,2022-05-16 15:12:00,Printing,High,False,73
TS-34070,2022-05-16 16:00:00,Database,Medium,False,1
TS-34071,2022-05-16 16:48:00,Software,Low,False,83
TS-34072,2022-05-16 17:36:00,Access Management,Low,True,16
TS-34073,2022-05-16 18:24:00,Hardware,High,True,32
TS-34074,2022-05-16 19:12:00,VPN,High,True,47
TS-34075,2022-05-16 20:00:00,Network,Medium,False,82
TS-34076,2022-05-16 20:48:00,Cloud,Low,True,64
TS-34077,2022-05-16 21:36:00,Email,Low,True,95
TS-34078,2022-05-16 22:24:00,Access Management,Low,True,60
TS-34079,2022-05-16 23:12:00,Hardware,Medium,True,58
TS-34080,2022-05-17 00:00:00,Printing,High,True,86
TS-34081,2022-05-17 00:48:00,Cloud,Low,True,49
TS-34082,2022-05-17 01:36:00,Access Management,Medium,True,91
TS-34083,2022-05-17 02:24:00,Hardware,High,True,94
TS-34084,2022-05-17 03:12:00,Network,Low,True,70
TS-34085,2022-05-17 04:00:00,Email,High,False,7
TS-34086,2022-05-17 04:48:00,Cloud,Medium,True,77
TS-34087,2022-05-17 05:36:00,Network,Medium,False,86
TS-34088,2022-05-17 06:24:00,Security,Critical,True,13
TS-34089,2022-05-17 07:12:00,Hardware,Low,True,62
TS-34090,2022-05-17 08:00:00,Security,Medium,True,68
TS-34091,2022-05-17 08:48:00,Printing,Low,False,60
TS-34092,2022-05-17 09:36:00,Database,Medium,True,16
TS-34093,2022-05-17 10:24:00,Network,Medium,True,6
TS-34094,2022-05-17 11:12:00,Database,Low,True,77
TS-34095,2022-05-17 12:00:00,Email,Low,True,41
TS-34096,2022-05-17 12:48:00,Access Management,Medium,True,79
TS-34097,2022-05-17 13:36:00,Access Management,Medium,True,56
TS-34098,2022-05-17 14:24:00,Software,Low,True,89
TS-34099,2022-05-17 15:12:00,Printing,Medium,False,53
TS-34100,2022-05-17 16:00:00,Security,Medium,True,35
TS-34101,2022-05-17 16:48:00,Access Management,Low,True,32
TS-34102,2022-05-17 17:36:00,Cloud,Medium,False,3
TS-34103,2022-05-17 18:24:00,Database,Low,False,39
TS-34104,2022-05-17 19:12:00,Database,Medium,False,80
TS-34105,2022-05-17 20:00:00,Access Management,Medium,False,1
TS-34106,2022-05-17 20:48:00,Access Management,High,True,85
TS-34107,2022-05-17 21:36:00,Security,Critical,True,39
TS-34108,2022-05-17 22:24:00,Cloud,High,False,46
TS-34109,2022-05-17 23:12:00,Network,Medium,True,60
TS-34110,2022-05-18 00:00:00,Email,Low,True,35
TS-34111,2022-05-18 00:48:00,Access Management,High,False,37
TS-34112,2022-05-18 01:36:00,Hardware,Medium,True,40
TS-34113,2022-05-18 02:24:00,Email,High,True,13
TS-34114,2022-05-18 03:12:00,Network,Medium,False,37
TS-34115,2022-05-18 04:00:00,Access Management,Critical,True,69
TS-34116,2022-05-18 04:48:00,Database,Medium,True,84
TS-34117,2022-05-18 05:36:00,Email,Low,True,5
TS-34118,2022-05-18 06:24:00,Printing,Medium,False,2
TS-34119,2022-05-18 07:12:00,Cloud,Low,True,42
TS-34120,2022-05-18 08:00:00,Email,Low,True,71
TS-34121,2022-05-18 08:48:00,Printing,Critical,False,44
TS-34122,2022-05-18 09:36:00,Access Management,Medium,True,42
TS-34123,2022-05-18 10:24:00,Access Management,Low,False,95
TS-34124,2022-05-18 11:12:00,Software,Medium,True,14
TS-34125,2022-05-18 12:00:00,Hardware,High,True,66
TS-34126,2022-05-18 12:48:00,Access Management,Critical,True,40
TS-34127,2022-05-18 13:36:00,VPN,Medium,True,4
TS-34128,2022-05-18 14:24:00,Access Management,High,True,94
TS-34129,2022-05-18 15:12:00,Cloud,High,True,32
TS-34130,2022-05-18 16:00:00,Security,High,True,7
TS-34131,2022-05-18 16:48:00,Database,High,True,32
TS-34132,2022-05-18 17:36:00,Network,Medium,True,86
TS-34133,2022-05-18 18:24:00,Printing,Medium,True,96
TS-34134,2022-05-18 19:12:00,Network,Low,True,42
TS-34135,2022-05-18 20:00:00,Cloud,High,True,28
TS-34136,2022-05-18 20:48:00,Access Management,Low,True,59
TS-34137,2022-05-18 21:36:00,Database,Low,False,27
TS-34138,2022-05-18 22:24:00,Email,Medium,False,50
TS-34139,2022-05-18 23:12:00,Network,High,True,77
TS-34140,2022-05-19 00:00:00,Printing,Medium,True,77
TS-34141,2022-05-19 00:48:00,Hardware,Low,False,54
TS-34142,2022-05-19 01:36:00,Software,Critical,False,69
TS-34143,2022-05-19 02:24:00,Hardware,Medium,True,66
TS-34144,2022-05-19 03:12:00,Cloud,Low,True,39
TS-34145,2022-05-19 04:00:00,Printing,Critical,True,24
TS-34146,2022-05-19 04:48:00,Email,Low,True,70
TS-34147,2022-05-19 05:36:00,Access Management,Low,True,74
TS-34148,2022-05-19 06:24:00,Access Management,Critical,True,30
TS-34149,2022-05-19 07:12:00,Printing,Low,True,77
TS-34150,2022-05-19 08:00:00,Security,Medium,False,65
TS-34151,2022-05-19 08:48:00,Network,High,True,59
TS-34152,2022-05-19 09:36:00,Database,Critical,True,58
TS-34153,2022-05-19 10:24:00,Hardware,Low,True,60
TS-34154,2022-05-19 11:12:00,Hardware,Medium,True,95
TS-34155,2022-05-19 12:00:00,Email,Critical,True,78
TS-34156,2022-05-19 12:48:00,Access Management,High,True,39
TS-34157,2022-05-19 13:36:00,Cloud,High,True,51
TS-34158,2022-05-19 14:24:00,Email,Medium,True,95
TS-34159,2022-05-19 15:12:00,Printing,Medium,True,20
TS-34160,2022-05-19 16:00:00,Access Management,High,False,4
TS-34161,2022-05-19 16:48:00,Software,Low,False,17
TS-34162,2022-05-19 17:36:00,Database,Medium,True,42
TS-34163,2022-05-19 18:24:00,Access Management,Medium,False,5
TS-34164,2022-05-19 19:12:00,Cloud,Medium,False,94
TS-34165,2022-05-19 20:00:00,Network,Critical,True,37
TS-34166,2022-05-19 20:48:00,VPN,Low,False,4
TS-34167,2022-05-19 21:36:00,VPN,Low,True,38
TS-34168,2022-05-19 22:24:00,Database,Low,True,46
TS-34169,2022-05-19 23:12:00,Hardware,Medium,True,67
TS-34170,2022-05-20 00:00:00,Printing,Medium,True,23
TS-34171,2022-05-20 00:48:00,Printing,Low,False,57
TS-34172,2022-05-20 01:36:00,Hardware,High,True,90
TS-34173,2022-05-20 02:24:00,VPN,High,True,11
TS-34174,2022-05-20 03:12:00,Security,Medium,True,28
TS-34175,2022-05-20 04:00:00,Access Management,Low,True,45
TS-34176,2022-05-20 04:48:00,Network,Low,False,11
TS-34177,2022-05-20 05:36:00,Hardware,Low,True,28
TS-34178,2022-05-20 06:24:00,Printing,High,True,15
TS-34179,2022-05-20 07:12:00,Security,Critical,True,68
TS-34180,2022-05-20 08:00:00,Database,Low,True,16
TS-34181,2022-05-20 08:48:00,Cloud,Low,False,43
TS-34182,2022-05-20 09:36:00,Email,Low,True,40
TS-34183,2022-05-20 10:24:00,Database,Medium,True,10
TS-34184,2022-05-20 11:12:00,Cloud,Low,True,84
TS-34185,2022-05-20 12:00:00,Software,Low,True,34
TS-34186,2022-05-20 12:48:00,Security,Low,True,4
TS-34187,2022-05-20 13:36:00,Software,Medium,True,87
TS-34188,2022-05-20 14:24:00,Security,Low,False,28
TS-34189,2022-05-20 15:12:00,Email,Medium,True,42
TS-34190,2022-05-20 16:00:00,Access Management,Low,False,86
TS-34191,2022-05-20 16:48:00,Email,Low,True,32
TS-34192,2022-05-20 17:36:00,Email,Critical,True,22
TS-34193,2022-05-20 18:24:00,Network,High,True,2
TS-34194,2022-05-20 19:12:00,Printing,Medium,True,29
TS-34195,2022-05-20 20:00:00,Email,Low,False,24
TS-34196,2022-05-20 20:48:00,Network,Medium,True,48
TS-34197,2022-05-20 21:36:00,Email,Critical,False,4
TS-34198,2022-05-20 22:24:00,Database,Low,False,35
TS-34199,2022-05-20 23:12:00,Security,Medium,False,89
TS-34200,2022-05-21 00:00:00,Network,Medium,False,54
TS-34201,2022-05-21 00:48:00,Email,Medium,False,23
TS-34202,2022-05-21 01:36:00,Access Management,Low,False,31
TS-34203,2022-05-21 02:24:00,Access Management,Medium,True,18
TS-34204,2022-05-21 03:12:00,Software,Medium,True,12
TS-34205,2022-05-21 04:00:00,VPN,Low,True,34
TS-34206,2022-05-21 04:48:00,Network,High,False,72
TS-34207,2022-05-21 05:36:00,Software,High,True,14
TS-34208,2022-05-21 06:24:00,Printing,High,False,66
TS-34209,2022-05-21 07:12:00,Network,High,True,17
TS-34210,2022-05-21 08:00:00,Printing,Medium,True,91
TS-34211,2022-05-21 08:48:00,Email,Low,True,45
TS-34212,2022-05-21 09:36:00,Security,Critical,False,19
TS-34213,2022-05-21 10:24:00,Security,High,True,30
TS-34214,2022-05-21 11:12:00,VPN,High,True,51
TS-34215,2022-05-21 12:00:00,Printing,Medium,False,11
TS-34216,2022-05-21 12:48:00,Network,Medium,True,13
TS-34217,2022-05-21 13:36:00,VPN,Low,False,55
TS-34218,2022-05-21 14:24:00,Network,Low,False,36
TS-34219,2022-05-21 15:12:00,Network,Low,False,39
TS-34220,2022-05-21 16:00:00,Database,Low,False,66
TS-34221,2022-05-21 16:48:00,Security,Low,True,71
TS-34222,2022-05-21 17:36:00,Printing,Critical,True,45
TS-34223,2022-05-21 18:24:00,Hardware,High,True,83
TS-34224,2022-05-21 19:12:00,Security,Low,True,85
TS-34225,2022-05-21 20:00:00,Cloud,Low,True,70
TS-34226,2022-05-21 20:48:00,Security,Medium,True,57
TS-34227,2022-05-21 21:36:00,Cloud,Low,True,37
TS-34228,2022-05-21 22:24:00,Printing,Critical,True,37
TS-34229,2022-05-21 23:12:00,Network,High,False,32
TS-34230,2022-05-22 00:00:00,Database,Low,True,68
TS-34231,2022-05-22 00:48:00,Software,Medium,False,17
TS-34232,2022-05-22 01:36:00,Database,High,True,24
TS-34233,2022-05-22 02:24:00,Database,Low,False,58
TS-34234,2022-05-22 03:12:00,Email,Low,True,45
TS-34235,2022-05-22 04:00:00,Printing,Medium,True,16
TS-34236,2022-05-22 04:48:00,Access Management,High,False,72
TS-34237,2022-05-22 05:36:00,VPN,Medium,True,40
TS-34238,2022-05-22 06:24:00,Network,Medium,True,42
TS-34239,2022-05-22 07:12:00,Network,Low,True,62
TS-34240,2022-05-22 08:00:00,Security,Medium,True,57
TS-34241,2022-05-22 08:48:00,Security,Low,True,94
TS-34242,2022-05-22 09:36:00,Cloud,Low,True,23
TS-34243,2022-05-22 10:24:00,Email,Medium,True,81
TS-34244,2022-05-22 11:12:00,VPN,High,True,54
TS-34245,2022-05-22 12:00:00,Network,Critical,False,96
TS-34246,2022-05-22 12:48:00,Email,Low,False,80
TS-34247,2022-05-22 13:36:00,Network,Medium,False,26
TS-34248,2022-05-22 14:24:00,Network,Low,False,8
TS-34249,2022-05-22 15:12:00,Hardware,Low,True,93
TS-34250,2022-05-22 16:00:00,Software,Low,True,56
TS-34251,2022-05-22 16:48:00,VPN,Low,True,49
TS-34252,2022-05-22 17:36:00,Security,Low,True,55
TS-34253,2022-05-22 18:24:00,Database,High,True,26
TS-34254,2022-05-22 19:12:00,Cloud,Critical,True,93
TS-34255,2022-05-22 20:00:00,Hardware,Medium,False,91
TS-34256,2022-05-22 20:48:00,VPN,Medium,True,84
TS-34257,2022-05-22 21:36:00,Database,Low,True,93
TS-34258,2022-05-22 22:24:00,Network,High,True,62
TS-34259,2022-05-22 23:12:00,Hardware,High,True,71
TS-34260,2022-05-23 00:00:00,Network,High,True,95
TS-34261,2022-05-23 00:48:00,Access Management,Medium,True,16
TS-34262,2022-05-23 01:36:00,Access Management,High,False,64
TS-34263,2022-05-23 02:24:00,Security,Medium,True,11
TS-34264,2022-05-23 03:12:00,Software,Medium,True,39
TS-34265,2022-05-23 04:00:00,Security,High,True,52
TS-34266,2022-05-23 04:48:00,Software,Medium,True,69
TS-34267,2022-05-23 05:36:00,Access Management,Critical,True,10
TS-34268,2022-05-23 06:24:00,Security,High,True,69
TS-34269,2022-05-23 07:12:00,Security,Medium,False,11
TS-34270,2022-05-23 08:00:00,Software,Low,False,64
TS-34271,2022-05-23 08:48:00,Email,Medium,True,59
TS-34272,2022-05-23 09:36:00,Database,High,False,71
TS-34273,2022-05-23 10:24:00,Security,Medium,True,58
TS-34274,2022-05-23 11:12:00,VPN,Medium,True,16
TS-34275,2022-05-23 12:00:00,VPN,Critical,True,82
TS-34276,2022-05-23 12:48:00,Access Management,Medium,False,56
TS-34277,2022-05-23 13:36:00,Access Management,Medium,False,42
TS-34278,2022-05-23 14:24:00,Network,Low,False,1
TS-34279,2022-05-23 15:12:00,Security,Medium,True,31
TS-34280,2022-05-23 16:00:00,Hardware,High,True,3
TS-34281,2022-05-23 16:48:00,Printing,Medium,True,56
TS-34282,2022-05-23 17:36:00,Cloud,Low,False,18
TS-34283,2022-05-23 18:24:00,Hardware,Medium,True,86
TS-34284,2022-05-23 19:12:00,Access Management,High,True,27
TS-34285,2022-05-23 20:00:00,Email,Medium,True,19
TS-34286,2022-05-23 20:48:00,Access Management,Low,True,41
TS-34287,2022-05-23 21:36:00,Network,High,True,66
TS-34288,2022-05-23 22:24:00,Printing,Medium,True,71
TS-34289,2022-05-23 23:12:00,Access Management,High,True,89
TS-34290,2022-05-24 00:00:00,Security,Critical,True,13
TS-34291,2022-05-24 00:48:00,Printing,Medium,True,11
TS-34292,2022-05-24 01:36:00,Database,Low,True,50
TS-34293,2022-05-24 02:24:00,Email,Low,True,46
TS-34294,2022-05-24 03:12:00,Printing,High,True,63
TS-34295,2022-05-24 04:00:00,Network,Medium,True,77
TS-34296,2022-05-24 04:48:00,Access Management,Critical,True,19
TS-34297,2022-05-24 05:36:00,Security,Medium,True,44
TS-34298,2022-05-24 06:24:00,Security,Medium,True,35
TS-34299,2022-05-24 07:12:00,Email,Medium,True,8
TS-34300,2022-05-24 08:00:00,Software,Medium,True,78
TS-34301,2022-05-24 08:48:00,Network,Medium,True,27
TS-34302,2022-05-24 09:36:00,Access Management,Critical,True,77
TS-34303,2022-05-24 10:24:00,Hardware,High,False,3
TS-34304,2022-05-24 11:12:00,Software,High,True,88
TS-34305,2022-05-24 12:00:00,Hardware,Low,True,2
TS-34306,2022-05-24 12:48:00,Cloud,High,True,10
TS-34307,2022-05-24 13:36:00,VPN,High,True,68
TS-34308,2022-05-24 14:24:00,Network,High,True,17
TS-34309,2022-05-24 15:12:00,Access Management,Medium,True,49
TS-34310,2022-05-24 16:00:00,Security,Medium,True,73
TS-34311,2022-05-24 16:48:00,Email,Medium,True,73
TS-34312,2022-05-24 17:36:00,Database,High,True,16
TS-34313,2022-05-24 18:24:00,Email,High,True,81
TS-34314,2022-05-24 19:12:00,Network,Medium,True,13
TS-34315,2022-05-24 20:00:00,Software,Low,True,53
TS-34316,2022-05-24 20:48:00,Printing,Medium,True,53
TS-34317,2022-05-24 21:36:00,Software,Low,True,20
TS-34318,2022-05-24 22:24:00,Email,Medium,False,51
TS-34319,2022-05-24 23:12:00,Printing,Medium,True,22
TS-34320,2022-05-25 00:00:00,Hardware,Medium,True,29
TS-34321,2022-05-25 00:48:00,Email,High,True,55
TS-34322,2022-05-25 01:36:00,Software,Medium,True,60
TS-34323,2022-05-25 02:24:00,Security,Medium,False,79
TS-34324,2022-05-25 03:12:00,Cloud,Medium,True,28
TS-34325,2022-05-25 04:00:00,Database,High,True,35
TS-34326,2022-05-25 04:48:00,VPN,High,True,30
TS-34327,2022-05-25 05:36:00,VPN,High,True,30
TS-34328,2022-05-25 06:24:00,Access Management,Low,False,18
TS-34329,2022-05-25 07:12:00,Cloud,Medium,True,30
TS-34330,2022-05-25 08:00:00,VPN,Critical,False,26
TS-34331,2022-05-25 08:48:00,Hardware,High,True,22
TS-34332,2022-05-25 09:36:00,Software,Medium,False,56
TS-34333,2022-05-25 10:24:00,Email,Medium,True,1
TS-34334,2022-05-25 11:12:00,Database,Medium,True,91
TS-34335,2022-05-25 12:00:00,Database,Critical,True,7
TS-34336,2022-05-25 12:48:00,VPN,Critical,False,65
TS-34337,2022-05-25 13:36:00,Hardware,Low,True,71
TS-34338,2022-05-25 14:24:00,Database,Medium,False,27
TS-34339,2022-05-25 15:12:00,Hardware,Medium,True,40
TS-34340,2022-05-25 16:00:00,Security,Medium,True,43
TS-34341,2022-05-25 16:48:00,Printing,Medium,True,61
TS-34342,2022-05-25 17:36:00,Printing,Medium,True,22
TS-34343,2022-05-25 18:24:00,VPN,Medium,False,91
TS-34344,2022-05-25 19:12:00,Security,Low,True,87
TS-34345,2022-05-25 20:00:00,Printing,High,True,33
TS-34346,2022-05-25 20:48:00,Email,High,True,15
TS-34347,2022-05-25 21:36:00,Database,Low,True,79
TS-34348,2022-05-25 22:24:00,VPN,Critical,True,41
TS-34349,2022-05-25 23:12:00,Database,Critical,True,5
TS-34350,2022-05-26 00:00:00,Network,Medium,True,51
TS-34351,2022-05-26 00:48:00,Software,Low,True,87
TS-34352,2022-05-26 01:36:00,Network,Low,True,2
TS-34353,2022-05-26 02:24:00,Access Management,Medium,True,51
TS-34354,2022-05-26 03:12:00,Email,Medium,False,5
TS-34355,2022-05-26 04:00:00,Printing,Low,True,60
TS-34356,2022-05-26 04:48:00,VPN,Critical,True,12
TS-34357,2022-05-26 05:36:00,Security,Low,False,64
