ticket_id,text_clean,language,category,category_encoded
ML-21513,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21514,restablecer contrase restablecer contrase ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21515,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21516,cran cass cran cass ticket submitted fr category security priority escalated,fr,Security,7
ML-21517,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-21519,toegang tot software nodig toegang tot software nodig ticket submitted nl category security priority escalated,nl,Security,7
ML-21520,sistema ca sistema ca ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21521,necesito acceso al software necesito acceso al software ticket submitted es category printing priority escalated,es,Printing,6
ML-21522,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category network priority escalated,pt,Network,5
ML-21523,redefinir senha redefinir senha ticket submitted pt category database priority escalated,pt,Database,2
ML-21524,toegang tot software nodig toegang tot software nodig ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21525,software zugriff ben tigt software zugriff ben tigt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21526,scherm kapot scherm kapot ticket submitted nl category software priority escalated,nl,Software,8
ML-21527,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21528,bildschirm defekt bildschirm defekt ticket submitted de category security priority escalated,de,Security,7
ML-21529,toegang tot software nodig toegang tot software nodig ticket submitted nl category database priority escalated,nl,Database,2
ML-21530,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21531,passwort zur cksetzen passwort zur cksetzen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21532,passwort zur cksetzen passwort zur cksetzen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21533,besoin acc logiciel besoin acc logiciel ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21534,tela quebrada tela quebrada ticket submitted pt category network priority escalated,pt,Network,5
ML-21535,besoin acc logiciel besoin acc logiciel ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21536,scherm kapot scherm kapot ticket submitted nl category email priority escalated,nl,Email,3
ML-21537,tela quebrada tela quebrada ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21538,pantalla rota pantalla rota ticket submitted es category security priority escalated,es,Security,7
ML-21539,software zugriff ben tigt software zugriff ben tigt ticket submitted de category software priority escalated,de,Software,8
ML-21540,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21541,toegang tot software nodig toegang tot software nodig ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21542,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category access management priority escalated,de,Access Management,0
ML-21544,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category security priority escalated,de,Security,7
ML-21545,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21546,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21548,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21549,restablecer contrase restablecer contrase ticket submitted es category security priority escalated,es,Security,7
ML-21550,toegang tot software nodig toegang tot software nodig ticket submitted nl category email priority escalated,nl,Email,3
ML-21551,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category network priority escalated,fr,Network,5
ML-21552,sistema fora ar sistema fora ar ticket submitted pt category network priority escalated,pt,Network,5
ML-21553,restablecer contrase restablecer contrase ticket submitted es category printing priority escalated,es,Printing,6
ML-21554,consigo fazer login consigo fazer login ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21555,passwort zur cksetzen passwort zur cksetzen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21556,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-21557,sistema fora ar sistema fora ar ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21558,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-21559,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21561,toegang tot software nodig toegang tot software nodig ticket submitted nl category database priority escalated,nl,Database,2
ML-21562,sistema ca sistema ca ticket submitted es category database priority escalated,es,Database,2
ML-21563,consigo fazer login consigo fazer login ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21564,passwort zur cksetzen passwort zur cksetzen ticket submitted de category security priority escalated,de,Security,7
ML-21568,bildschirm defekt bildschirm defekt ticket submitted de category printing priority escalated,de,Printing,6
ML-21569,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21570,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category database priority escalated,de,Database,2
ML-21571,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21572,sistema fora ar sistema fora ar ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21573,toegang tot software nodig toegang tot software nodig ticket submitted nl category security priority escalated,nl,Security,7
ML-21574,software zugriff ben tigt software zugriff ben tigt ticket submitted de category network priority escalated,de,Network,5
ML-21575,necesito acceso al software necesito acceso al software ticket submitted es category database priority escalated,es,Database,2
ML-21577,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21578,software zugriff ben tigt software zugriff ben tigt ticket submitted de category database priority escalated,de,Database,2
ML-21579,pantalla rota pantalla rota ticket submitted es category database priority escalated,es,Database,2
ML-21580,sistema ca sistema ca ticket submitted es category vpn priority escalated,es,VPN,9
ML-21581,system ausgefallen system ausgefallen ticket submitted de category software priority escalated,de,Software,8
ML-21582,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-21585,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21586,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21587,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21588,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21589,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-21590,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21591,pantalla rota pantalla rota ticket submitted es category network priority escalated,es,Network,5
ML-21592,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category database priority escalated,pt,Database,2
ML-21593,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category vpn priority escalated,es,VPN,9
ML-21594,syst me en panne syst me en panne ticket submitted fr category security priority escalated,fr,Security,7
ML-21595,sistema ca sistema ca ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21596,restablecer contrase restablecer contrase ticket submitted es category network priority escalated,es,Network,5
ML-21598,restablecer contrase restablecer contrase ticket submitted es category database priority escalated,es,Database,2
ML-21599,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-21602,necesito acceso al software necesito acceso al software ticket submitted es category access management priority escalated,es,Access Management,0
ML-21603,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21604,system ausgefallen system ausgefallen ticket submitted de category network priority escalated,de,Network,5
ML-21605,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21606,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21607,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21608,sistema fora ar sistema fora ar ticket submitted pt category security priority escalated,pt,Security,7
ML-21610,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21611,cran cass cran cass ticket submitted fr category software priority escalated,fr,Software,8
ML-21613,tela quebrada tela quebrada ticket submitted pt category network priority escalated,pt,Network,5
ML-21614,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21616,syst me en panne syst me en panne ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21618,syst me en panne syst me en panne ticket submitted fr category email priority escalated,fr,Email,3
ML-21619,cran cass cran cass ticket submitted fr category network priority escalated,fr,Network,5
ML-21620,systeem down systeem down ticket submitted nl category network priority escalated,nl,Network,5
ML-21621,scherm kapot scherm kapot ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21622,toegang tot software nodig toegang tot software nodig ticket submitted nl category network priority escalated,nl,Network,5
ML-21623,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-21624,bildschirm defekt bildschirm defekt ticket submitted de category database priority escalated,de,Database,2
ML-21625,systeem down systeem down ticket submitted nl category network priority escalated,nl,Network,5
ML-21626,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-21627,cran cass cran cass ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21629,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-21630,necesito acceso al software necesito acceso al software ticket submitted es category software priority escalated,es,Software,8
ML-21631,impossible de se connecter impossible de se connecter ticket submitted fr category software priority escalated,fr,Software,8
ML-21633,passwort zur cksetzen passwort zur cksetzen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21634,systeem down systeem down ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21635,cran cass cran cass ticket submitted fr category network priority escalated,fr,Network,5
ML-21636,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-21637,systeem down systeem down ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21638,system ausgefallen system ausgefallen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21639,passwort zur cksetzen passwort zur cksetzen ticket submitted de category security priority escalated,de,Security,7
ML-21641,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21642,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21643,sistema ca sistema ca ticket submitted es category network priority escalated,es,Network,5
ML-21644,syst me en panne syst me en panne ticket submitted fr category software priority escalated,fr,Software,8
ML-21645,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-21646,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-21647,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-21649,bildschirm defekt bildschirm defekt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21650,besoin acc logiciel besoin acc logiciel ticket submitted fr category security priority escalated,fr,Security,7
ML-21651,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-21652,bildschirm defekt bildschirm defekt ticket submitted de category security priority escalated,de,Security,7
ML-21653,syst me en panne syst me en panne ticket submitted fr category software priority escalated,fr,Software,8
ML-21654,software zugriff ben tigt software zugriff ben tigt ticket submitted de category software priority escalated,de,Software,8
ML-21655,syst me en panne syst me en panne ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21658,scherm kapot scherm kapot ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21659,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21660,necesito acceso al software necesito acceso al software ticket submitted es category email priority escalated,es,Email,3
ML-21661,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21662,necesito acceso al software necesito acceso al software ticket submitted es category printing priority escalated,es,Printing,6
ML-21663,necesito acceso al software necesito acceso al software ticket submitted es category database priority escalated,es,Database,2
ML-21664,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21665,sistema ca sistema ca ticket submitted es category database priority escalated,es,Database,2
ML-21666,impossible de se connecter impossible de se connecter ticket submitted fr category network priority escalated,fr,Network,5
ML-21667,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category email priority escalated,fr,Email,3
ML-21668,toegang tot software nodig toegang tot software nodig ticket submitted nl category network priority escalated,nl,Network,5
ML-21669,toegang tot software nodig toegang tot software nodig ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21670,passwort zur cksetzen passwort zur cksetzen ticket submitted de category software priority escalated,de,Software,8
ML-21671,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21675,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21676,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21677,sistema ca sistema ca ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21678,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category software priority escalated,fr,Software,8
ML-21680,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21681,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category vpn priority escalated,de,VPN,9
ML-21682,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-21683,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21684,necesito acceso al software necesito acceso al software ticket submitted es category printing priority escalated,es,Printing,6
ML-21686,toegang tot software nodig toegang tot software nodig ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21687,necesito acceso al software necesito acceso al software ticket submitted es category software priority escalated,es,Software,8
ML-21688,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21689,toegang tot software nodig toegang tot software nodig ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21690,scherm kapot scherm kapot ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21692,impossible de se connecter impossible de se connecter ticket submitted fr category email priority escalated,fr,Email,3
ML-21693,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category vpn priority escalated,es,VPN,9
ML-21695,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21696,redefinir senha redefinir senha ticket submitted pt category database priority escalated,pt,Database,2
ML-21697,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21698,syst me en panne syst me en panne ticket submitted fr category email priority escalated,fr,Email,3
ML-21699,pantalla rota pantalla rota ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21700,necesito acceso al software necesito acceso al software ticket submitted es category network priority escalated,es,Network,5
ML-21701,systeem down systeem down ticket submitted nl category security priority escalated,nl,Security,7
ML-21702,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21704,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21705,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21706,software zugriff ben tigt software zugriff ben tigt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21707,restablecer contrase restablecer contrase ticket submitted es category network priority escalated,es,Network,5
ML-21708,consigo fazer login consigo fazer login ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21709,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21710,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21713,necesito acceso al software necesito acceso al software ticket submitted es category printing priority escalated,es,Printing,6
ML-21715,sistema fora ar sistema fora ar ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21717,passwort zur cksetzen passwort zur cksetzen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21718,passwort zur cksetzen passwort zur cksetzen ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21720,tela quebrada tela quebrada ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21721,pantalla rota pantalla rota ticket submitted es category network priority escalated,es,Network,5
ML-21723,restablecer contrase restablecer contrase ticket submitted es category network priority escalated,es,Network,5
ML-21724,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21725,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21726,sistema fora ar sistema fora ar ticket submitted pt category database priority escalated,pt,Database,2
ML-21727,syst me en panne syst me en panne ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21728,cran cass cran cass ticket submitted fr category network priority escalated,fr,Network,5
ML-21730,passwort zur cksetzen passwort zur cksetzen ticket submitted de category network priority escalated,de,Network,5
ML-21731,sistema ca sistema ca ticket submitted es category vpn priority escalated,es,VPN,9
ML-21733,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21734,sistema ca sistema ca ticket submitted es category database priority escalated,es,Database,2
ML-21735,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category email priority escalated,es,Email,3
ML-21736,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-21737,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-21738,redefinir senha redefinir senha ticket submitted pt category email priority escalated,pt,Email,3
ML-21739,cran cass cran cass ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21740,wachtwoord resetten wachtwoord resetten ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21742,bildschirm defekt bildschirm defekt ticket submitted de category email priority escalated,de,Email,3
ML-21744,impossible de se connecter impossible de se connecter ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21745,sistema fora ar sistema fora ar ticket submitted pt category email priority escalated,pt,Email,3
ML-21746,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21747,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-21748,pantalla rota pantalla rota ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21749,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category security priority escalated,pt,Security,7
ML-21750,bildschirm defekt bildschirm defekt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21751,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21752,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category network priority escalated,de,Network,5
ML-21753,redefinir senha redefinir senha ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21754,sistema fora ar sistema fora ar ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21755,kan niet inloggen kan niet inloggen ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21756,impossible de se connecter impossible de se connecter ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21757,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21759,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21760,kan niet inloggen kan niet inloggen ticket submitted nl category email priority escalated,nl,Email,3
ML-21761,necesito acceso al software necesito acceso al software ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21762,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21763,necesito acceso al software necesito acceso al software ticket submitted es category software priority escalated,es,Software,8
ML-21764,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category vpn priority escalated,es,VPN,9
ML-21765,pantalla rota pantalla rota ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21767,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-21768,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-21769,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category software priority escalated,de,Software,8
ML-21770,redefinir senha redefinir senha ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21771,syst me en panne syst me en panne ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21773,pantalla rota pantalla rota ticket submitted es category software priority escalated,es,Software,8
ML-21774,necesito acceso al software necesito acceso al software ticket submitted es category database priority escalated,es,Database,2
ML-21775,software zugriff ben tigt software zugriff ben tigt ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21776,impossible de se connecter impossible de se connecter ticket submitted fr category access management priority escalated,fr,Access Management,0
ML-21777,toegang tot software nodig toegang tot software nodig ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21779,besoin acc logiciel besoin acc logiciel ticket submitted fr category printing priority escalated,fr,Printing,6
ML-21780,sistema fora ar sistema fora ar ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21781,redefinir senha redefinir senha ticket submitted pt category database priority escalated,pt,Database,2
ML-21782,system ausgefallen system ausgefallen ticket submitted de category security priority escalated,de,Security,7
ML-21784,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21786,besoin acc logiciel besoin acc logiciel ticket submitted fr category network priority escalated,fr,Network,5
ML-21787,passwort zur cksetzen passwort zur cksetzen ticket submitted de category hardware priority escalated,de,Hardware,4
ML-21788,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21789,kan niet inloggen kan niet inloggen ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21790,wachtwoord resetten wachtwoord resetten ticket submitted nl category software priority escalated,nl,Software,8
ML-21791,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-21792,bildschirm defekt bildschirm defekt ticket submitted de category security priority escalated,de,Security,7
ML-21793,consigo fazer login consigo fazer login ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21794,sistema ca sistema ca ticket submitted es category software priority escalated,es,Software,8
ML-21796,sistema fora ar sistema fora ar ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-21797,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21798,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-21800,impossible de se connecter impossible de se connecter ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21802,systeem down systeem down ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-21803,scherm kapot scherm kapot ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21804,kan niet inloggen kan niet inloggen ticket submitted nl category email priority escalated,nl,Email,3
ML-21805,system ausgefallen system ausgefallen ticket submitted de category network priority escalated,de,Network,5
ML-21806,syst me en panne syst me en panne ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21808,sistema fora ar sistema fora ar ticket submitted pt category software priority escalated,pt,Software,8
ML-21809,syst me en panne syst me en panne ticket submitted fr category database priority escalated,fr,Database,2
ML-21810,wachtwoord resetten wachtwoord resetten ticket submitted nl category software priority escalated,nl,Software,8
ML-21811,kan niet inloggen kan niet inloggen ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21812,sistema fora ar sistema fora ar ticket submitted pt category email priority escalated,pt,Email,3
ML-21813,systeem down systeem down ticket submitted nl category printing priority escalated,nl,Printing,6
ML-21815,systeem down systeem down ticket submitted nl category software priority escalated,nl,Software,8
ML-21816,tela quebrada tela quebrada ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21818,pantalla rota pantalla rota ticket submitted es category hardware priority escalated,es,Hardware,4
ML-21821,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-21823,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category hardware priority escalated,fr,Hardware,4
ML-21824,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21826,scherm kapot scherm kapot ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-21827,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-21829,bildschirm defekt bildschirm defekt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21831,syst me en panne syst me en panne ticket submitted fr category network priority escalated,fr,Network,5
ML-21832,toegang tot software nodig toegang tot software nodig ticket submitted nl category software priority escalated,nl,Software,8
ML-21833,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category vpn priority escalated,de,VPN,9
ML-21835,bildschirm defekt bildschirm defekt ticket submitted de category access management priority escalated,de,Access Management,0
ML-21836,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21837,besoin acc logiciel besoin acc logiciel ticket submitted fr category security priority escalated,fr,Security,7
ML-21838,syst me en panne syst me en panne ticket submitted fr category vpn priority escalated,fr,VPN,9
ML-21841,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-21842,wachtwoord resetten wachtwoord resetten ticket submitted nl category database priority escalated,nl,Database,2
ML-21843,scherm kapot scherm kapot ticket submitted nl category security priority escalated,nl,Security,7
ML-21844,sistema fora ar sistema fora ar ticket submitted pt category security priority escalated,pt,Security,7
ML-21845,scherm kapot scherm kapot ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-21846,cran cass cran cass ticket submitted fr category network priority escalated,fr,Network,5
ML-21848,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category network priority escalated,de,Network,5
ML-21850,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21851,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-21853,consigo fazer login consigo fazer login ticket submitted pt category network priority escalated,pt,Network,5
ML-21854,sistema fora ar sistema fora ar ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-21856,besoin acc logiciel besoin acc logiciel ticket submitted fr category software priority escalated,fr,Software,8
ML-21857,besoin acc logiciel besoin acc logiciel ticket submitted fr category email priority escalated,fr,Email,3
ML-21859,no puedo iniciar sesi no puedo iniciar sesi ticket submitted es category software priority escalated,es,Software,8
ML-21860,kan niet inloggen kan niet inloggen ticket submitted nl category email priority escalated,nl,Email,3
ML-21861,wachtwoord resetten wachtwoord resetten ticket submitted nl category software priority escalated,nl,Software,8
ML-21862,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-21864,system ausgefallen system ausgefallen ticket submitted de category vpn priority escalated,de,VPN,9
ML-21865,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21866,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category email priority escalated,de,Email,3
ML-21867,software zugriff ben tigt software zugriff ben tigt ticket submitted de category network priority escalated,de,Network,5
ML-21868,sistema ca sistema ca ticket submitted es category email priority escalated,es,Email,3
ML-21869,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category printing priority escalated,de,Printing,6
ML-21870,system ausgefallen system ausgefallen ticket submitted de category database priority escalated,de,Database,2
ML-21871,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category cloud priority escalated,de,Cloud,1
ML-21872,impossible de se connecter impossible de se connecter ticket submitted fr category email priority escalated,fr,Email,3
ML-21873,tela quebrada tela quebrada ticket submitted pt category database priority escalated,pt,Database,2
ML-21875,scherm kapot scherm kapot ticket submitted nl category database priority escalated,nl,Database,2
ML-21876,redefinir senha redefinir senha ticket submitted pt category printing priority escalated,pt,Printing,6
ML-21877,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-21878,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-21879,sistema ca sistema ca ticket submitted es category cloud priority escalated,es,Cloud,1
ML-21880,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-21882,scherm kapot scherm kapot ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-21883,sistema fora ar sistema fora ar ticket submitted pt category hardware priority escalated,pt,Hardware,4
