ticket_id,category_encoded,priority_numeric,text_length,word_count,hour_of_day,day_of_week,is_weekend,is_business_hours,resolution_hours,sla_target_hours,sla_risk
TS-31931,1,2,2,0,8,6,1,1,4.0,24,0
TS-31932,4,2,2,0,9,6,1,1,21.0,24,0
TS-31933,2,1,2,0,10,6,1,1,64.0,72,0
TS-31934,3,2,2,0,11,6,1,1,93.0,24,1
TS-31935,2,4,2,0,12,6,1,1,12.0,2,1
TS-31936,0,2,2,0,12,6,1,1,18.0,24,0
TS-31937,6,2,2,0,13,6,1,1,66.0,24,1
TS-31938,8,2,2,0,14,6,1,1,38.0,24,1
TS-31939,7,1,2,0,15,6,1,1,54.0,72,0
TS-31940,7,1,2,0,16,6,1,1,35.0,72,0
TS-31941,8,2,2,0,16,6,1,1,26.0,24,1
TS-31942,3,2,2,0,17,6,1,1,12.0,24,0
TS-31943,8,2,2,0,18,6,1,1,2.0,24,0
TS-31944,4,1,2,0,19,6,1,0,3.0,72,0
TS-31945,8,3,2,0,20,6,1,0,46.0,8,1
TS-31946,7,2,2,0,20,6,1,0,63.0,24,1
TS-31947,6,2,2,0,21,6,1,0,28.0,24,1
TS-31948,4,2,2,0,22,6,1,0,17.0,24,0
TS-31949,9,1,2,0,23,6,1,0,73.0,72,1
TS-31950,7,3,2,0,0,0,0,0,59.0,8,1
TS-31951,4,3,2,0,0,0,0,0,67.0,8,1
TS-31952,5,3,2,0,1,0,0,0,76.0,8,1
TS-31953,8,1,2,0,2,0,0,0,75.0,72,1
TS-31954,8,4,2,0,3,0,0,0,92.0,2,1
TS-31955,1,4,2,0,4,0,0,0,4.0,2,1
TS-31956,0,3,2,0,4,0,0,0,26.0,8,1
TS-31957,3,3,2,0,5,0,0,0,72.0,8,1
TS-31958,6,1,2,0,6,0,0,0,79.0,72,1
TS-31959,1,1,2,0,7,0,0,0,65.0,72,0
TS-31960,7,1,2,0,8,0,0,1,8.0,72,0
TS-31961,2,1,2,0,8,0,0,1,17.0,72,0
TS-31962,8,1,2,0,9,0,0,1,17.0,72,0
TS-31963,7,3,2,0,10,0,0,1,36.0,8,1
TS-31964,5,2,2,0,11,0,0,1,63.0,24,1
TS-31965,3,2,2,0,12,0,0,1,44.0,24,1
TS-31966,2,1,2,0,12,0,0,1,89.0,72,1
TS-31967,0,2,2,0,13,0,0,1,25.0,24,1
TS-31968,4,3,2,0,14,0,0,1,19.0,8,1
TS-31969,2,2,2,0,15,0,0,1,44.0,24,1
TS-31970,6,2,2,0,16,0,0,1,79.0,24,1
TS-31971,8,2,2,0,16,0,0,1,59.0,24,1
TS-31972,2,3,2,0,17,0,0,1,2.0,8,0
TS-31973,0,4,2,0,18,0,0,1,95.0,2,1
TS-31974,6,3,2,0,19,0,0,0,50.0,8,1
TS-31975,4,3,2,0,20,0,0,0,9.0,8,1
TS-31976,8,1,2,0,20,0,0,0,81.0,72,1
TS-31977,8,2,2,0,21,0,0,0,68.0,24,1
TS-31978,7,3,2,0,22,0,0,0,44.0,8,1
TS-31979,4,3,2,0,23,0,0,0,19.0,8,1
TS-31980,0,2,2,0,0,1,0,0,94.0,24,1
TS-31981,2,2,2,0,0,1,0,0,14.0,24,0
TS-31982,2,2,2,0,1,1,0,0,56.0,24,1
TS-31983,6,1,2,0,2,1,0,0,80.0,72,1
TS-31984,3,2,2,0,3,1,0,0,42.0,24,1
TS-31985,4,2,2,0,4,1,0,0,69.0,24,1
TS-31986,2,2,2,0,4,1,0,0,46.0,24,1
TS-31987,5,2,2,0,5,1,0,0,54.0,24,1
TS-31988,7,1,2,0,6,1,0,0,46.0,72,0
TS-31989,0,4,2,0,7,1,0,0,35.0,2,1
TS-31990,9,1,2,0,8,1,0,1,57.0,72,0
TS-31991,7,2,2,0,8,1,0,1,82.0,24,1
TS-31992,5,3,2,0,9,1,0,1,10.0,8,1
TS-31993,5,3,2,0,10,1,0,1,9.0,8,1
TS-31994,6,3,2,0,11,1,0,1,24.0,8,1
TS-31995,1,2,2,0,12,1,0,1,56.0,24,1
TS-31996,6,1,2,0,12,1,0,1,82.0,72,1
TS-31997,0,2,2,0,13,1,0,1,76.0,24,1
TS-31998,0,3,2,0,14,1,0,1,93.0,8,1
TS-31999,2,4,2,0,15,1,0,1,85.0,2,1
TS-32000,1,2,2,0,16,1,0,1,9.0,24,0
TS-32001,9,2,2,0,16,1,0,1,54.0,24,1
TS-32002,0,1,2,0,17,1,0,1,22.0,72,0
TS-32003,5,1,2,0,18,1,0,1,45.0,72,0
TS-32004,7,1,2,0,19,1,0,0,53.0,72,0
TS-32005,4,2,2,0,20,1,0,0,48.0,24,1
TS-32006,0,2,2,0,20,1,0,0,25.0,24,1
TS-32007,2,1,2,0,21,1,0,0,51.0,72,0
TS-32008,0,1,2,0,22,1,0,0,49.0,72,0
TS-32009,5,3,2,0,23,1,0,0,78.0,8,1
TS-32010,5,2,2,0,0,2,0,0,78.0,24,1
TS-32011,7,1,2,0,0,2,0,0,66.0,72,0
TS-32012,0,3,2,0,1,2,0,0,9.0,8,1
TS-32013,4,2,2,0,2,2,0,0,95.0,24,1
TS-32014,0,2,2,0,3,2,0,0,8.0,24,0
TS-32015,2,1,2,0,4,2,0,0,73.0,72,1
TS-32016,8,2,2,0,4,2,0,0,62.0,24,1
TS-32017,8,1,2,0,5,2,0,0,54.0,72,0
TS-32018,0,1,2,0,6,2,0,0,81.0,72,1
TS-32019,7,1,2,0,7,2,0,0,62.0,72,0
TS-32020,5,4,2,0,8,2,0,1,43.0,2,1
TS-32021,9,2,2,0,8,2,0,1,12.0,24,0
TS-32022,9,3,2,0,9,2,0,1,46.0,8,1
TS-32023,1,2,2,0,10,2,0,1,29.0,24,1
TS-32024,5,4,2,0,11,2,0,1,37.0,2,1
TS-32025,0,2,2,0,12,2,0,1,2.0,24,0
TS-32026,9,2,2,0,12,2,0,1,30.0,24,1
TS-32027,4,2,2,0,13,2,0,1,51.0,24,1
TS-32028,1,1,2,0,14,2,0,1,70.0,72,0
TS-32029,6,2,2,0,15,2,0,1,59.0,24,1
TS-32030,5,2,2,0,16,2,0,1,63.0,24,1
TS-32031,5,2,2,0,16,2,0,1,92.0,24,1
TS-32032,3,1,2,0,17,2,0,1,24.0,72,0
TS-32033,2,3,2,0,18,2,0,1,10.0,8,1
TS-32034,3,3,2,0,19,2,0,0,42.0,8,1
TS-32035,9,1,2,0,20,2,0,0,14.0,72,0
TS-32036,9,2,2,0,20,2,0,0,66.0,24,1
TS-32037,5,2,2,0,21,2,0,0,74.0,24,1
TS-32038,7,2,2,0,22,2,0,0,36.0,24,1
TS-32039,3,4,2,0,23,2,0,0,25.0,2,1
TS-32040,4,2,2,0,0,3,0,0,15.0,24,0
TS-32041,7,1,2,0,0,3,0,0,60.0,72,0
TS-32042,3,2,2,0,1,3,0,0,17.0,24,0
TS-32043,5,2,2,0,2,3,0,0,36.0,24,1
TS-32044,6,1,2,0,3,3,0,0,59.0,72,0
TS-32045,7,2,2,0,4,3,0,0,7.0,24,0
TS-32046,6,1,2,0,4,3,0,0,22.0,72,0
TS-32047,0,2,2,0,5,3,0,0,31.0,24,1
TS-32048,6,1,2,0,6,3,0,0,83.0,72,1
TS-32049,6,1,2,0,7,3,0,0,65.0,72,0
TS-32050,6,3,2,0,8,3,0,1,38.0,8,1
TS-32051,4,3,2,0,8,3,0,1,28.0,8,1
TS-32052,7,2,2,0,9,3,0,1,29.0,24,1
TS-32053,1,1,2,0,10,3,0,1,5.0,72,0
TS-32054,9,1,2,0,11,3,0,1,28.0,72,0
TS-32055,2,3,2,0,12,3,0,1,92.0,8,1
TS-32056,7,1,2,0,12,3,0,1,61.0,72,0
TS-32057,9,1,2,0,13,3,0,1,95.0,72,1
TS-32058,5,1,2,0,14,3,0,1,72.0,72,0
TS-32059,9,1,2,0,15,3,0,1,34.0,72,0
TS-32060,2,1,2,0,16,3,0,1,23.0,72,0
TS-32061,1,1,2,0,16,3,0,1,58.0,72,0
TS-32062,3,1,2,0,17,3,0,1,75.0,72,1
TS-32063,6,3,2,0,18,3,0,1,94.0,8,1
TS-32064,2,1,2,0,19,3,0,0,84.0,72,1
TS-32065,4,4,2,0,20,3,0,0,93.0,2,1
TS-32066,0,1,2,0,20,3,0,0,70.0,72,0
TS-32067,0,3,2,0,21,3,0,0,88.0,8,1
TS-32068,6,1,2,0,22,3,0,0,84.0,72,1
TS-32069,1,1,2,0,23,3,0,0,61.0,72,0
TS-32070,5,2,2,0,0,4,0,0,59.0,24,1
TS-32071,9,3,2,0,0,4,0,0,78.0,8,1
TS-32072,5,2,2,0,1,4,0,0,48.0,24,1
TS-32073,7,1,2,0,2,4,0,0,14.0,72,0
TS-32074,7,2,2,0,3,4,0,0,18.0,24,0
TS-32075,7,1,2,0,4,4,0,0,38.0,72,0
TS-32076,5,4,2,0,4,4,0,0,80.0,2,1
TS-32077,5,2,2,0,5,4,0,0,66.0,24,1
TS-32078,5,3,2,0,6,4,0,0,8.0,8,0
TS-32079,4,1,2,0,7,4,0,0,7.0,72,0
TS-32080,4,2,2,0,8,4,0,1,37.0,24,1
TS-32081,3,2,2,0,8,4,0,1,33.0,24,1
TS-32082,1,4,2,0,9,4,0,1,83.0,2,1
TS-32083,8,2,2,0,10,4,0,1,88.0,24,1
TS-32084,9,2,2,0,11,4,0,1,55.0,24,1
TS-32085,5,4,2,0,12,4,0,1,54.0,2,1
TS-32086,0,1,2,0,12,4,0,1,74.0,72,1
TS-32087,3,1,2,0,13,4,0,1,79.0,72,1
TS-32088,8,4,2,0,14,4,0,1,25.0,2,1
TS-32089,9,3,2,0,15,4,0,1,60.0,8,1
TS-32090,0,4,2,0,16,4,0,1,38.0,2,1
TS-32091,7,3,2,0,16,4,0,1,50.0,8,1
TS-32092,4,3,2,0,17,4,0,1,31.0,8,1
TS-32093,2,2,2,0,18,4,0,1,36.0,24,1
TS-32094,3,2,2,0,19,4,0,0,45.0,24,1
TS-32095,6,4,2,0,20,4,0,0,87.0,2,1
TS-32096,9,2,2,0,20,4,0,0,29.0,24,1
TS-32097,7,2,2,0,21,4,0,0,60.0,24,1
TS-32098,5,3,2,0,22,4,0,0,10.0,8,1
TS-32099,3,3,2,0,23,4,0,0,57.0,8,1
TS-32100,3,3,2,0,0,5,1,0,95.0,8,1
TS-32101,9,1,2,0,0,5,1,0,9.0,72,0
TS-32102,2,4,2,0,1,5,1,0,15.0,2,1
TS-32103,8,2,2,0,2,5,1,0,67.0,24,1
TS-32104,4,4,2,0,3,5,1,0,91.0,2,1
TS-32105,0,1,2,0,4,5,1,0,10.0,72,0
TS-32106,4,1,2,0,4,5,1,0,55.0,72,0
TS-32107,1,1,2,0,5,5,1,0,19.0,72,0
TS-32108,9,2,2,0,6,5,1,0,81.0,24,1
TS-32109,9,3,2,0,7,5,1,0,29.0,8,1
TS-32110,2,2,2,0,8,5,1,1,2.0,24,0
TS-32111,2,1,2,0,8,5,1,1,30.0,72,0
TS-32112,1,2,2,0,9,5,1,1,28.0,24,1
TS-32113,8,3,2,0,10,5,1,1,31.0,8,1
TS-32114,1,2,2,0,11,5,1,1,94.0,24,1
TS-32115,3,2,2,0,12,5,1,1,66.0,24,1
TS-32116,6,2,2,0,12,5,1,1,25.0,24,1
TS-32117,5,1,2,0,13,5,1,1,22.0,72,0
TS-32118,9,2,2,0,14,5,1,1,12.0,24,0
TS-32119,7,1,2,0,15,5,1,1,20.0,72,0
TS-32120,1,2,2,0,16,5,1,1,86.0,24,1
TS-32121,3,1,2,0,16,5,1,1,96.0,72,1
TS-32122,5,2,2,0,17,5,1,1,42.0,24,1
TS-32123,7,1,2,0,18,5,1,1,58.0,72,0
TS-32124,5,4,2,0,19,5,1,0,47.0,2,1
TS-32125,6,2,2,0,20,5,1,0,50.0,24,1
TS-32126,5,3,2,0,20,5,1,0,49.0,8,1
TS-32127,7,4,2,0,21,5,1,0,48.0,2,1
TS-32128,1,1,2,0,22,5,1,0,87.0,72,1
TS-32129,3,2,2,0,23,5,1,0,56.0,24,1
TS-32130,8,1,2,0,0,6,1,0,75.0,72,1
TS-32131,8,3,2,0,0,6,1,0,5.0,8,0
TS-32132,1,2,2,0,1,6,1,0,96.0,24,1
TS-32133,4,1,2,0,2,6,1,0,95.0,72,1
TS-32134,4,2,2,0,3,6,1,0,25.0,24,1
TS-32135,4,2,2,0,4,6,1,0,79.0,24,1
TS-32136,1,1,2,0,4,6,1,0,89.0,72,1
TS-32137,3,1,2,0,5,6,1,0,27.0,72,0
TS-32138,6,4,2,0,6,6,1,0,87.0,2,1
TS-32139,4,2,2,0,7,6,1,0,4.0,24,0
TS-32140,2,2,2,0,8,6,1,1,31.0,24,1
TS-32141,2,2,2,0,8,6,1,1,26.0,24,1
TS-32142,2,2,2,0,9,6,1,1,38.0,24,1
TS-32143,6,2,2,0,10,6,1,1,35.0,24,1
TS-32144,7,2,2,0,11,6,1,1,31.0,24,1
TS-32145,5,1,2,0,12,6,1,1,26.0,72,0
TS-32146,9,1,2,0,12,6,1,1,41.0,72,0
TS-32147,1,1,2,0,13,6,1,1,14.0,72,0
TS-32148,7,2,2,0,14,6,1,1,3.0,24,0
TS-32149,7,2,2,0,15,6,1,1,22.0,24,0
TS-32150,6,2,2,0,16,6,1,1,21.0,24,0
TS-32151,5,3,2,0,16,6,1,1,95.0,8,1
TS-32152,2,2,2,0,17,6,1,1,56.0,24,1
TS-32153,5,2,2,0,18,6,1,1,32.0,24,1
TS-32154,2,3,2,0,19,6,1,0,46.0,8,1
TS-32155,2,1,2,0,20,6,1,0,4.0,72,0
TS-32156,6,2,2,0,20,6,1,0,8.0,24,0
TS-32157,0,2,2,0,21,6,1,0,70.0,24,1
TS-32158,5,2,2,0,22,6,1,0,60.0,24,1
TS-32159,6,2,2,0,23,6,1,0,36.0,24,1
TS-32160,8,2,2,0,0,0,0,0,82.0,24,1
TS-32161,4,2,2,0,0,0,0,0,64.0,24,1
TS-32162,1,1,2,0,1,0,0,0,2.0,72,0
TS-32163,1,3,2,0,2,0,0,0,89.0,8,1
TS-32164,0,1,2,0,3,0,0,0,54.0,72,0
TS-32165,3,3,2,0,4,0,0,0,20.0,8,1
TS-32166,8,1,2,0,4,0,0,0,56.0,72,0
TS-32167,1,1,2,0,5,0,0,0,83.0,72,1
TS-32168,1,2,2,0,6,0,0,0,34.0,24,1
TS-32169,4,2,2,0,7,0,0,0,9.0,24,0
TS-32170,4,2,2,0,8,0,0,1,36.0,24,1
TS-32171,4,2,2,0,8,0,0,1,50.0,24,1
TS-32172,8,1,2,0,9,0,0,1,57.0,72,0
TS-32173,3,3,2,0,10,0,0,1,42.0,8,1
TS-32174,0,1,2,0,11,0,0,1,3.0,72,0
TS-32175,0,4,2,0,12,0,0,1,27.0,2,1
TS-32176,7,3,2,0,12,0,0,1,83.0,8,1
TS-32177,2,2,2,0,13,0,0,1,57.0,24,1
TS-32178,0,4,2,0,14,0,0,1,78.0,2,1
TS-32179,1,4,2,0,15,0,0,1,1.0,2,0
TS-32180,8,1,2,0,16,0,0,1,22.0,72,0
TS-32181,4,2,2,0,16,0,0,1,52.0,24,1
TS-32182,8,2,2,0,17,0,0,1,78.0,24,1
TS-32183,0,4,2,0,18,0,0,1,24.0,2,1
TS-32184,1,2,2,0,19,0,0,0,83.0,24,1
TS-32185,0,4,2,0,20,0,0,0,5.0,2,1
TS-32186,5,2,2,0,20,0,0,0,63.0,24,1
TS-32187,9,3,2,0,21,0,0,0,37.0,8,1
TS-32188,7,1,2,0,22,0,0,0,41.0,72,0
TS-32189,8,3,2,0,23,0,0,0,72.0,8,1
TS-32190,7,2,2,0,0,1,0,0,18.0,24,0
TS-32191,2,3,2,0,0,1,0,0,69.0,8,1
TS-32192,6,2,2,0,1,1,0,0,18.0,24,0
TS-32193,7,3,2,0,2,1,0,0,85.0,8,1
TS-32194,0,1,2,0,3,1,0,0,17.0,72,0
TS-32195,7,3,2,0,4,1,0,0,68.0,8,1
TS-32196,5,3,2,0,4,1,0,0,41.0,8,1
TS-32197,3,1,2,0,5,1,0,0,75.0,72,1
TS-32198,0,1,2,0,6,1,0,0,74.0,72,1
TS-32199,7,1,2,0,7,1,0,0,14.0,72,0
TS-32200,4,4,2,0,8,1,0,1,9.0,2,1
TS-32201,9,1,2,0,8,1,0,1,24.0,72,0
TS-32202,3,3,2,0,9,1,0,1,21.0,8,1
TS-32203,8,3,2,0,10,1,0,1,82.0,8,1
TS-32204,7,2,2,0,11,1,0,1,10.0,24,0
TS-32205,0,4,2,0,12,1,0,1,48.0,2,1
TS-32206,0,4,2,0,12,1,0,1,22.0,2,1
TS-32207,2,4,2,0,13,1,0,1,39.0,2,1
TS-32208,8,1,2,0,14,1,0,1,63.0,72,0
TS-32209,6,1,2,0,15,1,0,1,61.0,72,0
TS-32210,4,2,2,0,16,1,0,1,91.0,24,1
TS-32211,9,1,2,0,16,1,0,1,9.0,72,0
TS-32212,2,1,2,0,17,1,0,1,40.0,72,0
TS-32213,0,4,2,0,18,1,0,1,69.0,2,1
TS-32214,0,2,2,0,19,1,0,0,33.0,24,1
TS-32215,2,2,2,0,20,1,0,0,61.0,24,1
TS-32216,8,1,2,0,20,1,0,0,47.0,72,0
TS-32217,2,1,2,0,21,1,0,0,56.0,72,0
TS-32218,0,4,2,0,22,1,0,0,37.0,2,1
TS-32219,2,2,2,0,23,1,0,0,77.0,24,1
TS-32220,8,2,2,0,0,2,0,0,57.0,24,1
TS-32221,1,1,2,0,0,2,0,0,61.0,72,0
TS-32222,0,1,2,0,1,2,0,0,2.0,72,0
TS-32223,4,2,2,0,2,2,0,0,18.0,24,0
TS-32224,7,3,2,0,3,2,0,0,32.0,8,1
TS-32225,6,1,2,0,4,2,0,0,17.0,72,0
TS-32226,9,2,2,0,4,2,0,0,78.0,24,1
TS-32227,8,1,2,0,5,2,0,0,92.0,72,1
TS-32228,6,3,2,0,6,2,0,0,45.0,8,1
TS-32229,9,1,2,0,7,2,0,0,10.0,72,0
TS-32230,7,3,2,0,8,2,0,1,33.0,8,1
TS-32231,3,2,2,0,8,2,0,1,34.0,24,1
TS-32232,1,2,2,0,9,2,0,1,80.0,24,1
TS-32233,2,2,2,0,10,2,0,1,70.0,24,1
TS-32234,6,4,2,0,11,2,0,1,8.0,2,1
TS-32235,9,2,2,0,12,2,0,1,93.0,24,1
TS-32236,4,1,2,0,12,2,0,1,17.0,72,0
TS-32237,6,3,2,0,13,2,0,1,5.0,8,0
TS-32238,2,2,2,0,14,2,0,1,60.0,24,1
TS-32239,4,2,2,0,15,2,0,1,9.0,24,0
TS-32240,0,1,2,0,16,2,0,1,12.0,72,0
TS-32241,4,2,2,0,16,2,0,1,35.0,24,1
TS-32242,7,1,2,0,17,2,0,1,5.0,72,0
TS-32243,1,1,2,0,18,2,0,1,89.0,72,1
TS-32244,6,1,2,0,19,2,0,0,13.0,72,0
TS-32245,1,1,2,0,20,2,0,0,50.0,72,0
TS-32246,5,2,2,0,20,2,0,0,84.0,24,1
TS-32247,9,3,2,0,21,2,0,0,63.0,8,1
TS-32248,8,2,2,0,22,2,0,0,21.0,24,0
TS-32249,7,3,2,0,23,2,0,0,73.0,8,1
TS-32250,0,1,2,0,0,3,0,0,14.0,72,0
TS-32251,4,4,2,0,0,3,0,0,36.0,2,1
TS-32252,6,2,2,0,1,3,0,0,43.0,24,1
TS-32253,3,3,2,0,2,3,0,0,67.0,8,1
TS-32254,5,1,2,0,3,3,0,0,94.0,72,1
TS-32255,4,4,2,0,4,3,0,0,52.0,2,1
TS-32256,9,1,2,0,4,3,0,0,54.0,72,0
TS-32257,6,1,2,0,5,3,0,0,80.0,72,1
TS-32258,2,2,2,0,6,3,0,0,78.0,24,1
TS-32259,8,2,2,0,7,3,0,0,77.0,24,1
TS-32260,0,2,2,0,8,3,0,1,3.0,24,0
TS-32261,2,2,2,0,8,3,0,1,91.0,24,1
TS-32262,8,1,2,0,9,3,0,1,63.0,72,0
TS-32263,8,2,2,0,10,3,0,1,55.0,24,1
TS-32264,8,1,2,0,11,3,0,1,42.0,72,0
TS-32265,7,2,2,0,12,3,0,1,78.0,24,1
TS-32266,1,2,2,0,12,3,0,1,55.0,24,1
TS-32267,6,2,2,0,13,3,0,1,36.0,24,1
TS-32268,1,3,2,0,14,3,0,1,64.0,8,1
TS-32269,5,4,2,0,15,3,0,1,40.0,2,1
TS-32270,0,3,2,0,16,3,0,1,19.0,8,1
TS-32271,1,1,2,0,16,3,0,1,55.0,72,0
TS-32272,2,3,2,0,17,3,0,1,54.0,8,1
TS-32273,3,3,2,0,18,3,0,1,6.0,8,0
TS-32274,2,3,2,0,19,3,0,0,79.0,8,1
TS-32275,1,1,2,0,20,3,0,0,92.0,72,1
TS-32276,0,1,2,0,20,3,0,0,52.0,72,0
TS-32277,6,1,2,0,21,3,0,0,78.0,72,1
TS-32278,9,1,2,0,22,3,0,0,82.0,72,1
TS-32279,2,1,2,0,23,3,0,0,80.0,72,1
TS-32280,8,4,2,0,0,4,0,0,82.0,2,1
TS-32281,7,3,2,0,0,4,0,0,43.0,8,1
TS-32282,6,1,2,0,1,4,0,0,44.0,72,0
TS-32283,6,3,2,0,2,4,0,0,22.0,8,1
TS-32284,3,2,2,0,3,4,0,0,84.0,24,1
TS-32285,2,2,2,0,4,4,0,0,29.0,24,1
TS-32286,4,1,2,0,4,4,0,0,11.0,72,0
TS-32287,0,3,2,0,5,4,0,0,85.0,8,1
TS-32288,0,1,2,0,6,4,0,0,83.0,72,1
TS-32289,1,3,2,0,7,4,0,0,93.0,8,1
TS-32290,6,2,2,0,8,4,0,1,22.0,24,0
TS-32291,8,3,2,0,8,4,0,1,11.0,8,1
TS-32292,6,1,2,0,9,4,0,1,94.0,72,1
TS-32293,0,3,2,0,10,4,0,1,76.0,8,1
TS-32294,2,3,2,0,11,4,0,1,27.0,8,1
TS-32295,5,2,2,0,12,4,0,1,46.0,24,1
TS-32296,4,1,2,0,12,4,0,1,68.0,72,0
TS-32297,9,4,2,0,13,4,0,1,77.0,2,1
TS-32298,2,1,2,0,14,4,0,1,58.0,72,0
TS-32299,2,4,2,0,15,4,0,1,15.0,2,1
TS-32300,5,4,2,0,16,4,0,1,32.0,2,1
TS-32301,3,3,2,0,16,4,0,1,44.0,8,1
TS-32302,6,2,2,0,17,4,0,1,46.0,24,1
TS-32303,1,2,2,0,18,4,0,1,61.0,24,1
TS-32304,9,2,2,0,19,4,0,0,90.0,24,1
TS-32305,4,2,2,0,20,4,0,0,9.0,24,0
TS-32306,6,3,2,0,20,4,0,0,41.0,8,1
TS-32307,8,4,2,0,21,4,0,0,44.0,2,1
TS-32308,0,2,2,0,22,4,0,0,62.0,24,1
TS-32309,0,4,2,0,23,4,0,0,7.0,2,1
TS-32310,2,2,2,0,0,5,1,0,6.0,24,0
TS-32311,4,3,2,0,0,5,1,0,29.0,8,1
TS-32312,2,4,2,0,1,5,1,0,49.0,2,1
TS-32313,7,1,2,0,2,5,1,0,87.0,72,1
TS-32314,6,1,2,0,3,5,1,0,13.0,72,0
TS-32315,9,1,2,0,4,5,1,0,37.0,72,0
TS-32316,3,1,2,0,4,5,1,0,28.0,72,0
TS-32317,7,1,2,0,5,5,1,0,30.0,72,0
TS-32318,1,1,2,0,6,5,1,0,53.0,72,0
TS-32319,4,3,2,0,7,5,1,0,61.0,8,1
TS-32320,5,1,2,0,8,5,1,1,31.0,72,0
TS-32321,5,1,2,0,8,5,1,1,47.0,72,0
TS-32322,4,3,2,0,9,5,1,1,1.0,8,0
TS-32323,8,3,2,0,10,5,1,1,27.0,8,1
TS-32324,8,2,2,0,11,5,1,1,40.0,24,1
TS-32325,0,1,2,0,12,5,1,1,56.0,72,0
TS-32326,9,2,2,0,12,5,1,1,72.0,24,1
TS-32327,4,1,2,0,13,5,1,1,5.0,72,0
TS-32328,3,2,2,0,14,5,1,1,6.0,24,0
TS-32329,1,1,2,0,15,5,1,1,88.0,72,1
TS-32330,8,4,2,0,16,5,1,1,41.0,2,1
TS-32331,6,1,2,0,16,5,1,1,16.0,72,0
TS-32332,0,4,2,0,17,5,1,1,40.0,2,1
TS-32333,0,3,2,0,18,5,1,1,32.0,8,1
TS-32334,6,3,2,0,19,5,1,0,31.0,8,1
TS-32335,1,1,2,0,20,5,1,0,44.0,72,0
TS-32336,0,1,2,0,20,5,1,0,80.0,72,1
TS-32337,9,1,2,0,21,5,1,0,7.0,72,0
TS-32338,3,4,2,0,22,5,1,0,48.0,2,1
TS-32339,5,2,2,0,23,5,1,0,13.0,24,0
TS-32340,9,1,2,0,0,6,1,0,41.0,72,0
TS-32341,2,2,2,0,0,6,1,0,73.0,24,1
TS-32342,7,2,2,0,1,6,1,0,51.0,24,1
TS-32343,1,2,2,0,2,6,1,0,81.0,24,1
TS-32344,1,1,2,0,3,6,1,0,8.0,72,0
TS-32345,9,2,2,0,4,6,1,0,6.0,24,0
TS-32346,4,1,2,0,4,6,1,0,23.0,72,0
TS-32347,0,2,2,0,5,6,1,0,53.0,24,1
TS-32348,5,1,2,0,6,6,1,0,11.0,72,0
TS-32349,0,2,2,0,7,6,1,0,35.0,24,1
TS-32350,5,3,2,0,8,6,1,1,16.0,8,1
TS-32351,7,1,2,0,8,6,1,1,40.0,72,0
TS-32352,8,1,2,0,9,6,1,1,35.0,72,0
TS-32353,5,1,2,0,10,6,1,1,53.0,72,0
TS-32354,7,1,2,0,11,6,1,1,36.0,72,0
TS-32355,9,2,2,0,12,6,1,1,50.0,24,1
TS-32356,2,1,2,0,12,6,1,1,24.0,72,0
TS-32357,7,2,2,0,13,6,1,1,27.0,24,1
TS-32358,3,2,2,0,14,6,1,1,24.0,24,0
TS-32359,1,3,2,0,15,6,1,1,76.0,8,1
TS-32360,7,2,2,0,16,6,1,1,64.0,24,1
TS-32361,3,2,2,0,16,6,1,1,93.0,24,1
TS-32362,3,1,2,0,17,6,1,1,48.0,72,0
TS-32363,8,1,2,0,18,6,1,1,61.0,72,0
TS-32364,0,2,2,0,19,6,1,0,69.0,24,1
TS-32365,7,3,2,0,20,6,1,0,93.0,8,1
TS-32366,6,1,2,0,20,6,1,0,86.0,72,1
TS-32367,4,2,2,0,21,6,1,0,21.0,24,0
TS-32368,5,4,2,0,22,6,1,0,7.0,2,1
TS-32369,7,4,2,0,23,6,1,0,92.0,2,1
TS-32370,5,1,2,0,0,0,0,0,30.0,72,0
TS-32371,2,1,2,0,0,0,0,0,27.0,72,0
TS-32372,7,2,2,0,1,0,0,0,16.0,24,0
TS-32373,7,4,2,0,2,0,0,0,52.0,2,1
TS-32374,2,2,2,0,3,0,0,0,41.0,24,1
TS-32375,2,2,2,0,4,0,0,0,35.0,24,1
TS-32376,2,1,2,0,4,0,0,0,27.0,72,0
TS-32377,4,2,2,0,5,0,0,0,13.0,24,0
TS-32378,4,1,2,0,6,0,0,0,95.0,72,1
TS-32379,1,1,2,0,7,0,0,0,18.0,72,0
TS-32380,8,3,2,0,8,0,0,1,66.0,8,1
TS-32381,3,1,2,0,8,0,0,1,18.0,72,0
TS-32382,2,2,2,0,9,0,0,1,21.0,24,0
TS-32383,2,2,2,0,10,0,0,1,96.0,24,1
TS-32384,9,2,2,0,11,0,0,1,38.0,24,1
TS-32385,6,1,2,0,12,0,0,1,63.0,72,0
TS-32386,2,1,2,0,12,0,0,1,71.0,72,0
TS-32387,8,1,2,0,13,0,0,1,76.0,72,1
TS-32388,6,2,2,0,14,0,0,1,14.0,24,0
TS-32389,9,2,2,0,15,0,0,1,80.0,24,1
TS-32390,8,2,2,0,16,0,0,1,56.0,24,1
TS-32391,6,4,2,0,16,0,0,1,47.0,2,1
TS-32392,9,1,2,0,17,0,0,1,62.0,72,0
TS-32393,4,1,2,0,18,0,0,1,4.0,72,0
TS-32394,5,1,2,0,19,0,0,0,85.0,72,1
